AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.7201781796681176,0.6728786272179887,0.6789178489296962,0.3835919115451211,0.7070602102028128,0.16565165392334005,0.41708782121317467,0.18888791309935463,0.8337031667447689,0.9871203373248029,0.708376556348589,0.7500812449669865,0.6684401870393103,0.7288901114751761,0.16271432135627606,0.18755112404206917,0.687506475108965,0.708362410397146,0.7218634130782444,0.5291681010032908,0.3584394121003784,0.5842703356647644,0.5540823432208859,0.45970084469555045,0.5894146447708994,0.7909530955243059,0.9887138277188605,0.42303660094129003,0.5688414036259922,0.2992335376278548,0.8227611086312875,0.45623746036772933,0.6665937723584604,0.6732117432079797,0.6511299833634174,0.5391625658532557,0.8719934333483212,0.5563538173133885,0.3093284962750468,0.14808841325217414,0.14678818547103567,0.21818348788408473,0b226a5c-4f0b-420e-a9bc-cee83b4e21e5.Kinect
0.4218160592937822,0.2803585865877618,0.14490218381293604,0.35273837283025405,0.321017774880095,0.9504002645901232,0.6627165723049441,0.9285727883819359,0.5250006382431768,0.5612675155506898,0.9409784416362854,0.6610490412589899,0.8466292534489132,0.9669339106915306,0.9453587602295308,0.9433875270927774,0.276576576592778,0.917089505734539,0.9570878552542599,0.632015126496753,0.5465800005228135,0.3329227209358989,0.39176810976344073,0.34741241142785945,0.8703381801687763,0.9515337637160929,0.5621179527200523,0.24541209514576817,0.478925110898137,0.9093384780027576,0.3941297617648032,0.4387431005201726,0.6864749000923985,0.6375498563088811,0.8966524900832212,0.9507696650418566,0.8087320853846834,0.5662790914306234,0.8874512389646902,0.6773590610001164,0.7312682366701971,0.9106471873491115,768a8350-10ca-4ba4-b017-0e210874762d.Kinect
0.6436126806817004,0.5218713928639578,0.9493004452183932,0.48019323188023927,0.26512485515710843,0.48975846611046436,0.3368595855153083,0.3763043253042419,0.5077682121676276,0.4866622310951485,0.4905910612443222,0.6630391453534472,0.9542276368154426,0.18167068976930079,0.4741798158502584,0.39772283215550613,0.5109191772863347,0.4566431500401728,0.17627147570500218,0.8928375457892666,0.59326361221868,0.5753632871981884,0.24905647789497995,0.29575110524998716,0.3043715609607586,0.32179379170154304,0.5429436601143225,0.9638573846794982,0.6231655556151245,0.8370962472700193,0.83051424615613,0.4496682260007365,0.6707478204051848,0.662430995547715,0.6629890614575052,0.5468180311758796,0.6766859552141923,0.5665586442246069,0.4332474652030407,0.3334437282755974,0.22684768700273325,0.4042652086058658,af8fd153-7339-4e80-a317-1c7c9cd058f3.Kinect
0.7398911253009355,0.6575420991223542,0.7807320458075266,0.3416367417923657,0.5844776195961661,0.3603137046960957,0.17030295076506174,0.19563269927487062,0.857227107428276,0.27575588261688855,0.19184737144289668,0.7133526805999761,0.4174594858848264,0.44684825631762926,0.34727187169725066,0.1991546113186916,0.677160624544521,0.1988346559800968,0.4400404839269969,0.4737926632595717,0.19081621464176954,0.9187670311370542,0.9345890701653896,0.7615686078676907,0.30301608189441276,0.33179470151137436,0.7470349549836587,0.6749462521356487,0.47820658786478365,0.5384512582701997,0.6595790308578992,0.4336542754101159,0.7740783898292449,0.6747934665636505,0.6609475536995832,0.867201128262684,0.6476600344179355,0.583138590826924,0.5885608224209665,0.20924006291986008,0.2407353661378623,0.3048303676680129,c4b7bc12-7118-4cb5-8ff4-5a97180378a5.Kinect
0.8634927659559545,0.2736403739465139,0.651270993490752,0.3432621998747737,0.1834036739408929,0.1712204582938853,0.4867135526483902,0.5027303692422908,0.523429867107072,0.18755933596596144,0.6170184557169991,0.6326124380814704,0.12881274549619914,0.5216452591800028,0.17659636471072063,0.5054414523617017,0.2751085709335965,0.6254407113278537,0.5132735191550309,0.47757842246503196,0.3244944194078999,0.325024712958605,0.2474431476161427,0.2929472034286687,0.6265396829124364,0.5941196437770214,0.5449305528648862,0.09936408111867603,0.47866684261541514,0.8786797322008519,0.38819140371285765,0.445648350182918,0.7100612976831165,0.6431221612820672,0.6313182159893431,0.5426724332324685,0.6568343734109839,0.5825681009936184,0.31917712021389644,0.1422680379495682,0.14352918518807767,0.03726665666739101,2bf9bd53-9ee1-4e8f-ab7f-f5dd1d64046f.Kinect
0.37530198569101947,0.3415880702656921,0.5556575037606194,0.4745200262675987,0.39370251280225027,0.881535440693568,0.9654580394026394,0.8741385101484301,0.5200008943153189,0.8603797876427712,0.6548586657681572,0.8564552865925387,0.27099579574154575,0.5054008100285118,0.8411160949145807,0.8917406248092906,0.33252372821310106,0.6430393919672812,0.5146607681047702,0.6488373230539219,0.8096615461057618,0.7243786231998125,0.7766424280304399,0.45966975836295293,0.8992173344187697,0.578859971647402,0.8513937511511872,0.35295828481677055,0.7573464356414535,0.7179092718283457,1.0099632733646262,0.5209931459969694,0.7852443733062909,0.659064727474631,0.6394445363364935,0.5585008805904601,0.6365912248389796,0.9790017827602322,0.6661790512183515,0.2811866856823578,0.3604202802992374,0.8785389090625761,2283415b-e4c3-477c-a31c-4ebe6de4ab8a.Kinect
0.8708695377556543,0.27383096600362083,0.594546489606015,0.3337589799327613,0.20167649771454194,0.14804370017668372,0.763856295866349,0.6386399669728798,0.5202321771072094,0.1629064908933703,0.8014551404086212,0.6510364807969934,0.20441125250545403,0.7362946168086201,0.16392570867073397,0.6672259574824497,0.2835969878633531,0.804483654179317,0.7079997863151433,0.6728737812469983,0.1779398772567004,0.341703382879084,0.24385710796600282,0.2888202266848653,0.3130014323959118,0.319585750946722,0.5303333670456156,0.1015141228740925,0.6891478111375133,0.6774022124940468,0.36899607995995237,0.45648328021899753,0.6636961080372716,0.6552951339235816,0.6374776876184824,0.5438129191640354,0.6523788463494318,0.6878642717746704,0.4459921038919633,0.16050234839920724,0.1737640177091327,0.060930076660568384,4450dd70-a1e5-4665-861a-fce3350d2a8b.Kinect
0.016918339948169294,0.28195273717099184,0.4678242280712648,0.9560033737178367,0.44292910481981435,0.9929103814684201,0.7993085044689675,1.0020282418808506,0.8522755004425697,0.800373006779499,0.4772535694180618,0.8422237282908834,0.5027456178990531,0.5631524708611074,0.99980075299019,0.9785132242772715,0.28484292334035216,0.48066270711475295,0.5651541858909622,0.4742237933897357,0.6018168814374115,0.38483089788261626,0.24065605744034116,0.8370135807887843,0.8327277522737513,0.8583066472433655,0.5331929156288862,0.8264055082299542,0.8736969791915399,0.45807747843846375,0.37672973731604487,0.852294424759104,0.6688430566963025,0.8687118336671708,0.6620975370838094,0.5697182466620307,0.951034333883615,0.8850736799409284,0.7506765481852911,0.6491042143757662,0.7298589166396303,0.9209327982559182,052999bb-b723-4718-a00a-3bca2af9d5bf.Kinect
0.7010614356538808,0.7039148540213553,0.4331967256705948,0.7044228986981965,0.6522372111733071,0.574670090263008,0.6171434119389008,0.2802090306447506,0.8571566063757817,0.13936151056694385,0.6562195972107144,0.6517703912477172,0.4252528454907748,0.7788101388465478,0.5727719847170575,0.2905772248732258,0.7103792779377449,0.661450698517249,0.7594844813081932,0.8335966802891195,0.5674234984212734,0.40432434888743635,0.2552034557500426,0.32539633169343907,0.7960298764604442,0.8918116995026213,0.5389401420489526,0.5829720173240988,0.82725981904808,0.8804769060510366,0.6557119330903968,0.7577252033730446,0.6777518762144598,0.9846943887979487,0.6505220647053865,0.5545753454094597,0.6553731925468773,0.5710021490116187,0.9854477477703307,0.502826215166154,0.5467527807516945,0.5913067579847309,8ce89c27-80e9-45c7-8e36-be140aa86d00.Kinect
0.5063893721866582,0.42632755359132085,0.8876403517448798,0.7551773660084221,0.17955703336519568,0.16355045335532525,0.9536416450341605,0.5667692911760983,0.7808672989058058,0.4110406334302741,0.4674403541988234,0.8410026660672499,0.1894535523635433,0.6178229764750048,0.15798261412063197,0.5653979653620641,0.4125670634355842,0.44493973194271524,0.6214522409579392,0.8627426200363788,0.19813463986576083,0.33994273730438285,0.5373945495442307,0.943440707597426,0.8190681982846434,0.8485605183181743,0.5265776288083739,0.33437000886133983,0.6475355984181004,0.29026630130354003,0.5000086021672092,0.43431219622657097,0.7587329263028958,0.6591563026705116,0.6557739763072206,0.5503712687280812,0.6569839579650023,0.566616255025807,0.7516769859533462,0.2908722191960987,0.2918337242165126,0.3436127532271472,d78a7f9d-122e-498f-9728-da43ad648798.Kinect
