AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
0.5539045333,0.2807269249,0.8206599713,0.4452415112,0.7154471545,0.3706360593,0.3075083692,0.1941654711,0.5217599235,0.3108560497,0.2104256337,0.6355810617,0.5514108082,0.1788617886,0.3706360593,0.1941654711,0.2807269249,0.2104256337,0.1788617886,0.4710664754,0.6111908178,0.6197991392,0.6948828312,0.2864658058,0.306551889,0.3213773314,0.5447154472,0.6217120995,0.5705404113,0.2902917264,0.4275466284,0.4414155906,0.7221425155,0.8115734099,0.6422764228,0.7164036346,0.6489717838,0.5781922525,0.6102343376,0.8043998087,0.849832616,0.1032998565
0.8059752423,0.2797704448,0.4466762315,0.3467240555,0.6575801052,0.231468197,0.3538976566,0.1941654711,0.6700143472,0.5145863223,0.2104256337,0.6355810617,0.6006695361,0.1788617886,0.231468197,0.1941654711,0.2797704448,0.2104256337,0.1788617886,0.4710664754,0.1989478718,0.8847441416,0.9263510282,0.2864658058,0.306551889,0.3213773314,0.5447154472,0.09277857484,0.4591104735,0.2845528455,0.3782879005,0.8847441416,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.3692013391,0.1487326638,0.1511238642,0.1252989
0.5180486538,0.2797704448,0.781444285,0.7101865136,0.3682448589,0.7192730751,0.1769488283,0.7919655667,0.8130081301,0.156384505,0.2128168341,0.8947871832,0.3950263032,0.181252989,0.7192730751,0.7919655667,0.2797704448,0.2128168341,0.181252989,0.5930176949,0.9005260641,0.6523194644,0.7867049259,0.2864658058,0.4471544715,0.4246771879,0.5447154472,0.1305595409,0.4591104735,0.4093735055,0.818747011,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.8225729316,0.1516021043,0.1525585844,0.62505978
0.01119156986,0.9593495935,0.9780009565,0.9363940698,0.9655667145,0.7130559541,0.8493543759,0.5318029651,0.8770923003,0.2132950741,0.4744141559,0.9583931133,0.462458154,0.6480153037,0.7130559541,0.5318029651,0.9593495935,0.4744141559,0.6480153037,0.4983261597,0.6944045911,0.9794356767,0.9851745576,0.9947393592,0.7264466762,0.7824007652,0.5447154472,0.3845050215,0.8981348637,0.4557627929,0.8651362984,0.9545671927,0.8220946915,0.706360593,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.6513629842,0.7321855571,0.7661406026,0.9507412721
0.8724688696,0.4691535151,0.206121473,0.3467240555,0.5614538498,0.6508847441,0.7422285988,0.5518890483,0.5217599235,0.156384505,0.2104256337,0.6355810617,0.8106169297,0.4308943089,0.6508847441,0.5518890483,0.4691535151,0.2104256337,0.4308943089,0.4710664754,0.1649928264,0.6977522716,0.4265901483,0.5131516021,0.393591583,0.3773314204,0.5447154472,0.9765662363,0.4591104735,0.7838354854,0.4815877571,0.4414155906,0.8550932568,0.7632711621,0.6422764228,0.5528455285,0.6886657102,0.5781922525,0.4112864658,0.7479674797,0.6738402678,0.4117647059
0.7099079367,0.2797704448,0.2496413199,0.3467240555,0.1889048302,0.6255380201,0.3639406982,0.6355810617,0.5217599235,0.2343376375,0.7197513152,0.6355810617,0.43758967,0.7757054041,0.6255380201,0.6355810617,0.2797704448,0.7197513152,0.7757054041,0.7417503587,0.4638928742,0.3390722143,0.2458153993,0.2864658058,0.6264945002,0.4978479197,0.8110951698,0.3409851746,0.9277857484,0.9048302248,0.6556671449,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.7441415591,0.5781922525,0.6432329029,0.4830224773,0.1511238642,0.2568149211
0.1589622716,0.9430894309,0.943567671,0.9708273553,0.8005738881,0.3945480631,0.5341941655,0.4337637494,0.9880439981,0.7522716404,0.68770923,0.9105691057,0.9866092779,0.6671449067,0.3945480631,0.4337637494,0.9430894309,0.68770923,0.6671449067,0.9971305595,0.7704447633,0.8292682927,0.712577714,0.9010043042,0.5518890483,0.3558106169,0.9053084648,0.5284552846,0.4701099952,0.5566714491,0.8527020564,0.7015781923,0.6709708274,0.9555236729,0.9660449546,0.9866092779,0.9784791966,0.849832616,0.9985652798,0.6360593018,0.6590148254,0.9803921569
0.9658478353,0.8168340507,0.25011956,0.3467240555,0.1889048302,0.1630798661,0.1401243424,0.1941654711,0.5217599235,0.156384505,0.2104256337,0.6355810617,0.09516977523,0.1788617886,0.1630798661,0.1941654711,0.8168340507,0.2104256337,0.1788617886,0.4710664754,0.1649928264,0.3390722143,0.2458153993,0.2864658058,0.306551889,0.3213773314,0.5447154472,0.09277857484,0.4591104735,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.3089430894,0.1487326638,0.1511238642,0.009086561454
0.5629934075,0.4777618364,0.6021042563,0.3978957437,0.8665710187,0.362505978,0.8732663797,0.3347680536,0.5528455285,0.4988043998,0.5179340029,0.7130559541,0.5303682449,0.7417503587,0.362505978,0.3347680536,0.4777618364,0.5179340029,0.7417503587,0.9220468675,0.3926351028,0.6150167384,0.6652319464,0.4557627929,0.4610234338,0.6293639407,0.7771401243,0.3472022956,0.4591104735,0.2845528455,0.5160210426,0.8120516499,0.6709708274,0.6566236251,0.6618842659,0.612625538,0.6489717838,0.5781922525,0.8593974175,0.7307508369,0.7479674797,0.287422286
0.7635992844,0.7742706839,0.7183165949,0.3467240555,0.774748924,0.2682926829,0.5475848876,0.293639407,0.5217599235,0.6102343376,0.2104256337,0.7852702056,0.1066475371,0.1788617886,0.2682926829,0.293639407,0.7742706839,0.2104256337,0.1788617886,0.4710664754,0.3969392635,0.831181253,0.8460066954,0.8278335725,0.306551889,0.3213773314,0.5447154472,0.1989478718,0.4591104735,0.4576757532,0.3782879005,0.9483500717,0.8680057389,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.3089430894,0.8713534194,0.8833094213,0.25011956
0.01,0.8947871832,0.7144906743,0.8847441416,0.3974175036,0.2037302726,0.7828790053,0.4395026303,0.9775227164,0.6236250598,0.406025825,0.6355810617,0.2419894787,0.4409373505,0.2037302726,0.4395026303,0.8947871832,0.406025825,0.4409373505,0.5361071258,0.8072692492,0.7331420373,0.7604017217,0.8617886179,0.306551889,0.3213773314,0.581061693,0.3888091822,0.4591104735,0.4571975132,0.9990435198,0.4414155906,0.7417503587,0.7580105213,0.6829268293,0.5528455285,0.6489717838,0.6202773792,0.5719751315,0.7905308465,0.7517934003,0.5538020086
0.648328008,0.6078431373,0.5289335246,0.3467240555,0.1889048302,0.3333333333,0.5758010521,0.4887613582,0.5217599235,0.9378287901,0.5494978479,0.6355810617,0.9832615973,0.4768053563,0.3333333333,0.4887613582,0.6078431373,0.5494978479,0.4768053563,0.4710664754,0.1649928264,0.5528455285,0.5408895265,0.3357245337,0.6284074605,0.6221903396,0.9555236729,0.8770923003,0.6953610713,0.2845528455,0.4131994261,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.6886657102,0.6489717838,0.5781922525,0.3089430894,0.1487326638,0.1640363462,0.2271640363
0.8258810046,0.4395026303,0.09230033477,0.9698708752,0.3931133429,0.3237685318,0.1535150646,0.5289335246,0.5217599235,0.4428503109,0.2104256337,0.6355810617,0.5724533716,0.3572453372,0.3237685318,0.5289335246,0.4395026303,0.2104256337,0.3572453372,0.5246293639,0.668579627,0.4055475849,0.4218077475,0.7647058824,0.5858440937,0.456241033,0.5447154472,0.5652797704,0.6676231468,0.599713056,0.5643232903,0.7680535629,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.81252989,0.7905308465,0.7718794835,0.1487326638,0.1511238642,0.2223816356
0.8499785708,0.2797704448,0.09230033477,0.3467240555,0.7881396461,0.9832615973,0.9392635103,0.9952175992,0.637494022,0.2659014825,0.6843615495,0.6661884266,0.5475848876,0.5767575323,0.9832615973,0.9952175992,0.2797704448,0.6843615495,0.5767575323,0.4710664754,0.3845050215,0.7168818747,0.7666188427,0.5212816834,0.5356288857,0.7120994739,0.5447154472,0.3706360593,0.6791009087,0.7737924438,0.3782879005,0.656145385,0.9143950263,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.9469153515,0.3089430894,0.162601626,0.393591583,0.7929220469
0.8802789209,0.837398374,0.09516977523,0.3467240555,0.1889048302,0.3806791009,0.7977044476,0.6131037781,0.5217599235,0.1817312291,0.9870875179,0.6355810617,0.6178861789,0.9143950263,0.3806791009,0.6131037781,0.837398374,0.9870875179,0.9143950263,0.4710664754,0.2568149211,0.3390722143,0.2941176471,0.2864658058,0.6102343376,0.5246293639,0.868483979,0.9698708752,0.7030129125,0.6049736968,0.5514108082,0.6633189861,0.8517455763,0.856527977,0.9115255858,0.8790052606,0.9899569584,0.9837398374,0.3165949307,0.1487326638,0.1511238642,0.6633189861
0.6463515638,0.2797704448,0.2826398852,0.9053084648,0.7910090866,0.725011956,0.7656623625,0.8101386896,0.6221903396,0.6408417025,0.2630320421,0.7049258728,0.3036824486,0.1788617886,0.725011956,0.8101386896,0.2797704448,0.2630320421,0.1788617886,0.4710664754,0.9177427068,0.8493543759,0.7733142037,0.2864658058,0.306551889,0.3739837398,0.5447154472,0.668579627,0.9330463893,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.8201817312,0.5571496891,0.5839311334,0.7159253945
