AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
0.406989127,0.2797704448,0.1157340985,0.3467240555,0.3194643711,0.9253945481,0.6618842659,0.93735055,0.5217599235,0.5576279292,0.931133429,0.6355810617,0.8584409374,0.9583931133,0.9253945481,0.93735055,0.2797704448,0.931133429,0.9583931133,0.5719751315,0.4988043998,0.3390722143,0.468675275,0.3868962219,0.9273075084,0.9215686275,0.5447154472,0.7159253945,0.4591104735,0.7981826877,0.3782879005,0.7240554758,0.6709708274,0.9038737446,0.669057867,0.74988044,0.6489717838,0.6078431373,0.9234815878,0.6848397896,0.7116212339,0.8426590148
0.09243950534,0.68723099,0.4342419895,0.7221425155,0.862745098,1.0,0.7670970827,0.9756097561,0.5217599235,0.156384505,0.7857484457,0.6355810617,0.7886178862,0.8632233381,1.0,0.9756097561,0.68723099,0.7857484457,0.8632233381,0.4710664754,0.1649928264,0.3390722143,0.5031085605,0.2864658058,0.8402678144,0.8861788618,0.5447154472,0.6073648972,0.7044476327,0.8665710187,0.3782879005,0.6963175514,0.6709708274,0.7264466762,0.6422764228,0.618842659,0.6489717838,0.5781922525,0.662362506,0.2917264467,0.2147297944,0.8005738881
0.3454658312,0.6958393113,0.6164514586,0.537541846,0.5370636059,0.4093735055,0.7651841224,0.3213773314,0.6384505022,0.3854615017,0.6150167384,0.9890004782,0.4600669536,0.6035389766,0.4093735055,0.3213773314,0.6958393113,0.6150167384,0.6035389766,0.9024390244,0.1649928264,0.6140602582,0.6843615495,0.944045911,0.5590626495,0.4256336681,0.7632711621,0.2673362028,0.4591104735,0.2845528455,0.862745098,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.6365375418,0.6217120995,0.7235772358,0.3103778097
0.5094882974,0.2797704448,0.5389765662,0.9598278336,0.9225251076,0.4160688666,0.2295552367,0.5695839311,0.9196556671,0.7556193209,0.5662362506,0.68723099,0.9459588714,0.6614060258,0.4160688666,0.5695839311,0.2797704448,0.5662362506,0.6614060258,0.4710664754,0.2549019608,0.3390722143,0.2458153993,0.2864658058,0.306551889,0.3213773314,0.5447154472,0.2855093257,0.8192252511,0.6279292205,0.9990435198,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.6403634625,0.6489717838,0.5781922525,0.3089430894,0.1487326638,0.1511238642,0.5595408895
0.7510818496,0.7967479675,0.2338593974,0.8254423721,0.4782400765,0.7871831659,0.2510760402,0.725011956,0.5217599235,0.156384505,0.2104256337,0.6355810617,0.1128646581,0.1788617886,0.7871831659,0.725011956,0.7967479675,0.2104256337,0.1788617886,0.7111429938,0.7828790053,0.3390722143,0.2458153993,0.2864658058,0.512673362,0.3213773314,0.5447154472,0.1611669058,0.4591104735,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.3204208513,0.3529411765,0.3912003826,0.4203730273
0.5782264761,0.3118125299,0.3940698231,0.8464849354,0.2285987566,0.1630798661,0.8890483022,0.2525107604,0.6016260163,0.7077953132,0.2601626016,0.6355810617,0.2462936394,0.237207078,0.1630798661,0.2525107604,0.3118125299,0.2601626016,0.237207078,0.4710664754,0.9273075084,0.9693926351,0.9736967958,0.7331420373,0.3079866093,0.3357245337,0.6700143472,0.3132472501,0.4591104735,0.5456719273,0.4586322334,0.6298421808,0.9794356767,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.6532759445,0.3285509326,0.2410329986,0.537541846
0.6326170341,0.2797704448,0.4361549498,0.631276901,0.3462458154,0.4012434242,0.2348158776,0.3165949307,0.5217599235,0.1582974653,0.6757532281,0.6355810617,0.1396461023,0.6174079388,0.4012434242,0.3165949307,0.2797704448,0.6757532281,0.6174079388,0.4710664754,0.6269727403,0.5595408895,0.31229077,0.3682448589,0.306551889,0.3213773314,0.5447154472,0.2410329986,0.4591104735,0.950263032,0.6403634625,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.669057867,0.4605451937,0.881396461,0.8900047824,0.07556193209
0.7400070426,0.2931611669,0.3610712578,0.8947871832,0.62505978,0.7532281205,0.487804878,0.7584887614,0.5217599235,0.3017694883,0.2467718795,0.6355810617,0.4858919177,0.2333811573,0.7532281205,0.7584887614,0.2931611669,0.2467718795,0.2333811573,0.4710664754,0.9014825442,0.4725011956,0.2458153993,0.2864658058,0.3529411765,0.3299856528,0.5868005739,0.6781444285,0.4591104735,0.5604973697,0.4256336681,0.8149210904,0.9038737446,0.7537063606,0.6791009087,0.5528455285,0.6853180297,0.5781922525,0.3089430894,0.9909134385,0.993782879,0.6967957915
0.673904991,0.7632711621,0.6159732186,0.4433285509,0.1889048302,0.1630798661,0.1401243424,0.1941654711,0.5231946437,0.2840746055,0.2104256337,0.6355810617,0.9005260641,0.3955045433,0.1630798661,0.1941654711,0.7632711621,0.2104256337,0.3955045433,0.4710664754,0.1649928264,0.7269249163,0.7828790053,0.2864658058,0.306551889,0.3213773314,0.5447154472,0.6331898613,0.4591104735,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.6054519369,0.1487326638,0.3859397418,0.09995217599
0.5717314594,0.7264466762,0.4734576758,0.5925394548,0.5394548063,0.4854136777,0.2505978001,0.2850310856,0.6867527499,0.7881396461,0.768531803,0.6355810617,0.6417981827,0.8393113343,0.4854136777,0.2850310856,0.7264466762,0.768531803,0.8393113343,0.7168818747,0.5729316117,0.3390722143,0.3266379723,0.3075083692,0.7355332377,0.8632233381,0.8244858919,0.7006217121,0.9784791966,0.9641319943,0.5107604017,0.5451936872,0.6709708274,0.9292204687,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.9096126255,0.512673362,0.5346724055,0.4198947872
0.4074153135,0.2797704448,0.131037781,0.3467240555,0.3170731707,0.8976566236,0.6183644189,0.9445241511,0.5217599235,0.5705404113,0.9153515065,0.6355810617,0.9029172645,0.9263510282,0.8976566236,0.9445241511,0.2797704448,0.9153515065,0.9263510282,0.5112386418,0.4825442372,0.3390722143,0.4729794357,0.3964610234,0.9320899091,0.8981348637,0.5447154472,0.8340506934,0.4591104735,0.7584887614,0.3782879005,0.7914873266,0.6709708274,0.9473935916,0.6422764228,0.5963653754,0.6489717838,0.7513151602,0.9450023912,0.5925394548,0.6523194644,0.8656145385
0.7409507876,0.4461979914,0.3897656624,0.9368723099,0.7742706839,0.1630798661,0.1640363462,0.2606408417,0.5217599235,0.7431850789,0.43758967,0.6355810617,0.3280726925,0.4447632712,0.1630798661,0.2606408417,0.4461979914,0.43758967,0.4447632712,0.6217120995,0.1649928264,0.3859397418,0.3758967001,0.8570062171,0.7154471545,0.6709708274,0.5447154472,0.09277857484,0.6398852224,0.306073649,0.4031563845,0.6475370636,0.6709708274,0.6566236251,0.6422764228,0.6628407461,0.6489717838,0.5781922525,0.681013869,0.2410329986,0.4136776662,0.09899569584
0.312991871,0.9038737446,0.5533237685,0.6293639407,0.6853180297,0.7293161167,0.3792443807,0.7699665232,0.9253945481,0.9488283118,0.3089430894,0.6355810617,0.7025346724,0.2926829268,0.7293161167,0.7699665232,0.9038737446,0.3089430894,0.2926829268,0.8091822095,0.669057867,0.9043519847,0.8780487805,0.4337637494,0.306551889,0.3582018173,0.9402199904,0.4241989479,0.9890004782,0.5408895265,0.8608321377,0.4414155906,0.7278813965,0.6566236251,0.6422764228,0.6317551411,0.8335724534,0.5781922525,0.7517934003,0.8024868484,0.8182687709,0.7599234816
0.0992879383,0.7637494022,0.9880439981,0.6241032999,0.5973218556,0.2754662841,0.9569583931,0.306551889,0.6944045911,0.2917264467,0.6719273075,0.9234815878,0.5389765662,0.7407938785,0.2754662841,0.306551889,0.7637494022,0.6719273075,0.7407938785,0.7293161167,0.9067431851,0.9803921569,0.9890004782,0.8603538977,0.7771401243,0.4600669536,0.7857484457,0.4710664754,0.5753228121,0.9870875179,0.918699187,0.4414155906,0.9713055954,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.9679579149,0.8330942133,0.3974175036,0.4050693448,0.8857006217
0.010159427,0.6059301769,0.4112864658,0.9478718317,0.1889048302,0.9789574366,0.7914873266,0.9837398374,0.8852223816,0.6346245815,0.7790530846,0.8268770923,0.2855093257,0.856049737,0.9789574366,0.9837398374,0.6059301769,0.7790530846,0.856049737,0.4710664754,0.6403634625,0.3390722143,0.2639885222,0.8330942133,0.9674796748,0.9641319943,0.5447154472,0.5982783357,0.7460545194,0.6891439503,0.3782879005,0.5504543281,0.6709708274,0.780966045,0.6422764228,0.5528455285,0.6489717838,0.7307508369,0.6647537064,0.1788617886,0.3481587757,0.8149210904
0.7048856405,0.7441415591,0.9057867049,0.5346724055,0.6695361071,0.1630798661,0.7570540411,0.1941654711,0.9273075084,0.9273075084,0.4194165471,0.9392635103,0.1912960306,0.5303682449,0.1630798661,0.1941654711,0.7441415591,0.4194165471,0.5303682449,0.4710664754,0.7211860354,0.8225729316,0.8761358202,0.7092300335,0.4595887135,0.4945002391,0.7221425155,0.3232902917,0.6016260163,0.3730272597,0.3782879005,0.593495935,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.6135820182,0.5078909613,0.468675275,0.2668579627
0.7135929418,0.8823529412,0.5451936872,0.8197034912,0.8761358202,0.7025346724,0.243902439,0.4653275945,0.8173122908,0.3419416547,0.518890483,0.6355810617,0.412721186,0.8273553324,0.7025346724,0.4653275945,0.8823529412,0.518890483,0.8273553324,0.9234815878,0.4509803922,0.3390722143,0.2458153993,0.3118125299,0.6571018651,0.8823529412,0.8479196557,0.7269249163,0.9521759923,0.9918699187,0.4074605452,0.8192252511,0.6709708274,0.9516977523,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.8053562889,0.268770923,0.2869440459,0.6609277857
0.07339661864,0.2797704448,0.274988044,0.3467240555,0.1889048302,0.537541846,0.2898134864,0.5796269727,0.5217599235,0.8402678144,0.8077474892,0.7274031564,0.7651841224,0.8847441416,0.537541846,0.5796269727,0.2797704448,0.8077474892,0.8847441416,0.4710664754,0.3677666188,0.5227164036,0.6700143472,0.6848397896,0.8598756576,0.9870875179,0.5447154472,0.4610234338,0.525107604,0.9354375897,0.3782879005,0.5681492109,0.6709708274,0.6566236251,0.6422764228,0.8995695839,0.6489717838,0.9057867049,0.3089430894,0.4390243902,0.2238163558,0.4667623147
0.7451477025,0.4988043998,0.5236728838,0.6508847441,0.1889048302,0.406504065,0.5777140124,0.6647537064,0.5217599235,0.8139646102,0.330942133,0.6355810617,0.4648493544,0.2883787661,0.406504065,0.6647537064,0.4988043998,0.330942133,0.2883787661,0.8861788618,0.62505978,0.9516977523,0.8914395026,0.4098517456,0.306551889,0.3213773314,0.6771879484,0.2276422764,0.7254901961,0.7847919656,0.3782879005,0.7216642755,0.7737924438,0.8077474892,0.6422764228,0.5528455285,0.6489717838,0.6360593018,0.9818268771,0.1487326638,0.1535150646,0.5241511239
0.8652662085,0.4954567193,0.6910569106,0.3467240555,0.1889048302,0.4849354376,0.5547584888,0.2969870875,0.706360593,0.2109038737,0.3448110952,0.6355810617,0.7914873266,0.4787183166,0.4849354376,0.2969870875,0.4954567193,0.3448110952,0.4787183166,0.4710664754,0.3098995696,0.3390722143,0.2630320421,0.5920612147,0.3950263032,0.3213773314,0.6762314682,0.7862266858,0.8947871832,0.6078431373,0.5236728838,0.5791487327,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.356288857,0.3978957437,0.3529411765,0.1568627451
0.528871226,0.2797704448,0.2386417982,0.4772835964,0.2730750837,0.4744141559,0.1659493066,0.1941654711,0.6484935438,0.7269249163,0.3596365375,0.7914873266,0.9880439981,0.224772836,0.4744141559,0.1941654711,0.2797704448,0.3596365375,0.224772836,0.593495935,0.1649928264,0.9105691057,0.8005738881,0.5236728838,0.4218077475,0.5150645624,0.7264466762,0.6092778575,0.5566714491,0.6719273075,0.4653275945,0.8072692492,0.9803921569,0.962697274,0.9765662363,0.8641798183,0.9646102343,0.9301769488,0.3089430894,0.9210903874,0.9368723099,0.7068388331
0.9382468692,0.2797704448,0.3677666188,0.3467240555,0.1889048302,0.3572453372,0.4012434242,0.4347202296,0.5217599235,0.5796269727,0.8005738881,0.6355810617,0.1477761836,0.7871831659,0.3572453372,0.4347202296,0.2797704448,0.8005738881,0.7871831659,0.5399330464,0.3978957437,0.4643711143,0.2458153993,0.6183644189,0.4763271162,0.3610712578,0.5447154472,0.2989000478,0.7173601148,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.6035389766,0.1487326638,0.1511238642,0.03108560497
0.4122298897,0.2893352463,0.1692969871,0.3467240555,0.3878527021,0.8943089431,0.6905786705,0.8900047824,0.5217599235,0.4930655189,0.8986131038,0.6542324247,0.906264945,0.9134385462,0.8943089431,0.8900047824,0.2893352463,0.8986131038,0.9134385462,0.5796269727,0.5112386418,0.3390722143,0.4548063128,0.5026303204,0.9306551889,0.9411764706,0.5447154472,0.6767097083,0.4591104735,0.8407460545,0.3782879005,0.7097082736,0.6709708274,0.8847441416,0.7302725968,0.7967479675,0.6489717838,0.5978000956,0.9110473458,0.6910569106,0.7871831659,0.8287900526
0.6003094623,0.8216164515,0.7168818747,0.4308943089,0.5868005739,0.1726446676,0.3754184601,0.1941654711,0.6695361071,0.7226207556,0.3170731707,0.6355810617,0.4261119082,0.2826398852,0.1726446676,0.1941654711,0.8216164515,0.3170731707,0.2826398852,0.7140124342,0.4433285509,0.5930176949,0.5743663319,0.7484457198,0.6738402678,0.7173601148,0.8617886179,0.4705882353,0.806312769,0.4658058345,0.6465805835,0.5236728838,0.6709708274,0.6566236251,0.7714012434,0.5528455285,0.6489717838,0.5786704926,0.3467240555,0.3672883788,0.31229077,0.04830224773
0.5621522177,0.3232902917,0.9899569584,0.7192730751,0.5796269727,0.4423720708,0.8986131038,0.518890483,0.9856527977,0.3156384505,0.8455284553,0.8804399809,0.7714012434,0.7522716404,0.4423720708,0.518890483,0.3232902917,0.8455284553,0.7522716404,0.800095648,0.4151123864,0.7766618843,0.8091822095,0.9746532759,0.9870875179,0.8206599713,0.5447154472,0.506456241,0.4591104735,0.4705882353,0.7082735533,0.7183165949,0.6709708274,0.6566236251,0.6422764228,0.637494022,0.6489717838,0.924916308,0.6131037781,0.1487326638,0.1511238642,0.68770923
0.795244295,0.412721186,0.5920612147,0.656145385,0.4739359158,0.6719273075,0.31229077,0.6714490674,0.5217599235,0.156384505,0.2104256337,0.7565758011,0.7919655667,0.5514108082,0.6719273075,0.6714490674,0.412721186,0.2104256337,0.5514108082,0.780966045,0.6843615495,0.3390722143,0.2458153993,0.2864658058,0.306551889,0.8029650885,0.5447154472,0.7092300335,0.6231468197,0.9067431851,0.4328072692,0.4758488761,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.8555714969,0.3840267814,0.4117647059,0.8460066954,0.3797226208
0.659381421,0.3299856528,0.4576757532,0.3715925395,0.5791487327,0.4170253467,0.5078909613,0.2902917264,0.9230033477,0.9631755141,0.7556193209,0.9665231946,1.0,0.7723577236,0.4170253467,0.2902917264,0.3299856528,0.7556193209,0.7723577236,0.4710664754,0.5212816834,0.4653275945,0.2458153993,0.5523672884,0.7101865136,0.493543759,0.6829268293,1.0,0.4820659971,0.9803921569,0.8713534194,0.512195122,0.950263032,0.9952175992,1.0,0.9072214252,1.0,0.9866092779,0.3089430894,0.7111429938,0.7321855571,0.9693926351
0.6784214623,0.2969870875,0.2711621234,0.7211860354,0.712577714,0.7077953132,0.4495456719,0.6637972262,0.6044954567,0.4868483979,0.5031085605,0.6355810617,0.6408417025,0.5925394548,0.7077953132,0.6637972262,0.2969870875,0.5031085605,0.5925394548,0.4710664754,0.8263988522,0.3390722143,0.2458153993,0.2864658058,0.306551889,0.4151123864,0.5447154472,0.09277857484,0.7675753228,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6881874701,0.5781922525,0.3089430894,0.7996174079,0.8034433286,0.3902439024
0.839567675,0.6991869919,0.3113342898,0.7618364419,0.7532281205,0.2917264467,0.1669057867,0.1941654711,0.5217599235,0.6417981827,0.7149689144,0.6355810617,0.1879483501,0.7130559541,0.2917264467,0.1941654711,0.6991869919,0.7149689144,0.7130559541,0.6389287422,0.2893352463,0.3390722143,0.2945958871,0.81252989,0.6920133907,0.6331898613,0.5447154472,0.2386417982,0.8254423721,0.9789574366,0.4968914395,0.8522238164,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6489717838,0.5781922525,0.7905308465,0.381157341,0.4619799139,0.1783835485
0.3287030641,0.906264945,0.9368723099,1.0,0.9736967958,0.3629842181,0.5011956002,0.4170253467,0.6054519369,0.387374462,0.4868483979,0.7527498804,0.3515064562,0.518890483,0.3629842181,0.4170253467,0.906264945,0.4868483979,0.518890483,0.9942611191,0.3543758967,0.900047824,0.9454806313,0.8541367767,0.4213295074,0.3892874223,0.7546628407,0.4567192731,0.4591104735,0.4442850311,0.9990435198,0.468675275,0.8474414156,0.6566236251,0.8488761358,0.5528455285,0.6489717838,0.5781922525,0.8464849354,0.7054041129,0.5963653754,0.8201817312
0.5843002131,0.9536107126,0.962219034,0.4796747967,0.9765662363,1.0,0.9899569584,0.9985652798,0.5217599235,0.674796748,0.5021520803,0.6355810617,0.1769488283,0.68723099,1.0,0.9985652798,0.9536107126,0.5021520803,0.68723099,0.6384505022,0.5265423242,0.68770923,0.3400286944,0.2864658058,0.7412721186,0.8383548541,0.5447154472,0.4045911047,0.4591104735,0.6963175514,0.3782879005,0.5294117647,0.8823529412,0.8029650885,0.6422764228,0.5528455285,0.6489717838,0.6915351506,0.5394548063,0.4949784792,0.6346245815,0.9392635103
0.07339986475,0.2797704448,0.3275944524,0.3467240555,0.1889048302,0.5494978479,0.2965088474,0.5963653754,0.5217599235,0.8603538977,0.8216164515,0.7226207556,0.7470109995,0.8900047824,0.5494978479,0.5963653754,0.2797704448,0.8216164515,0.8900047824,0.4710664754,0.3778096604,0.512673362,0.7073170732,0.6843615495,0.8708751793,0.9803921569,0.5447154472,0.7307508369,0.581539933,0.8546150167,0.4208512673,0.6494500239,0.6709708274,0.8388330942,0.6422764228,0.6924916308,0.8173122908,0.9225251076,0.3089430894,0.3275944524,0.3428981349,0.4418938307
0.8154210611,0.6193208991,0.4041128647,0.3467240555,0.356288857,0.1841224295,0.219033955,0.1941654711,0.5294117647,0.3926351028,0.2917264467,0.6355810617,0.7953132473,0.2974653276,0.1841224295,0.1941654711,0.6193208991,0.2917264467,0.2974653276,0.5958871353,0.2993782879,0.9478718317,0.9330463893,0.2864658058,0.306551889,0.3213773314,0.5447154472,0.3180296509,0.4591104735,0.2845528455,0.3782879005,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.806312769,0.6489717838,0.5781922525,0.5078909613,0.1865136298,0.2008608321,0.1817312291
0.7310318872,0.6202773792,0.4098517456,0.8818747011,0.8096604495,0.7508369201,0.3692013391,0.7369679579,0.5217599235,0.6494500239,0.2520325203,0.6355810617,0.09851745576,0.5394548063,0.7508369201,0.7369679579,0.6202773792,0.2520325203,0.5394548063,0.4710664754,0.8617886179,0.4318507891,0.2458153993,0.2864658058,0.306551889,0.7068388331,0.5447154472,0.2692491631,0.9024390244,0.7106647537,0.6298421808,0.4414155906,0.6709708274,0.6566236251,0.6422764228,0.5528455285,0.6924916308,0.856527977,0.3089430894,0.5528455285,0.1707317073,0.5590626495
