AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
0.965847835301511,0.8168340506934482,0.2501195600191296,0.3467240554758489,0.18890483022477284,0.16307986609277858,0.1401243424198948,0.19416547106647536,0.5217599234815877,0.1563845050215208,0.21042563366810138,0.6355810616929699,0.09516977522716404,0.17886178861788618,0.16307986609277858,0.19416547106647536,0.8168340506934482,0.21042563366810138,0.17886178861788618,0.47106647537063606,0.1649928263988522,0.33907221425155426,0.2458153993304639,0.2864658058345289,0.3065518890483023,0.321377331420373,0.5447154471544715,0.09277857484457197,0.45911047345767575,0.2845528455284553,0.3782879005260641,0.4414155906264945,0.6709708273553324,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.3089430894308943,0.14873266379722622,0.15112386417981827,0.009086561453849833
0.407281890063824,0.2797704447632712,0.13916786226685796,0.3467240554758489,0.3036824485891918,0.9282639885222381,0.6599713055954088,0.9182209469153515,0.5217599234815877,0.5619320899091343,0.9636537541846006,0.6355810616929699,0.8536585365853658,0.9502630320420852,0.9282639885222381,0.9182209469153515,0.2797704447632712,0.9636537541846006,0.9502630320420852,0.5992348158775705,0.5451936872309899,0.33907221425155426,0.4184600669536107,0.36441893830703015,0.8971783835485414,0.9488283118125299,0.5447154471544715,0.45958871353419417,0.45911047345767575,0.8727881396461024,0.3782879005260641,0.5738880918220947,0.6709708273553324,0.65662362505978,0.7881396461023433,0.9086561453849833,0.6489717838354854,0.5781922525107605,0.8919177427068389,0.6848397895743663,0.7116212338593975,0.8378766140602583
0.81033742126188,0.2797704447632712,0.09230033476805356,0.39215686274509803,0.7996174079387852,0.7226207556193209,0.7532281205164992,0.7302725968436155,0.5217599234815877,0.1563845050215208,0.6547106647537063,0.6355810616929699,0.2190339550454328,0.6771879483500718,0.7226207556193209,0.7302725968436155,0.2797704447632712,0.6547106647537063,0.6771879483500718,0.47106647537063606,0.22094691535150646,0.5523672883787661,0.25107604017216645,0.580105212816834,0.7130559540889526,0.7063605930176949,0.5447154471544715,0.5887135341941655,0.45911047345767575,0.2845528455284553,0.4533715925394548,0.5021520803443329,0.6709708273553324,0.65662362505978,0.6422764227642277,0.8962219033955046,0.6489717838354854,0.5781922525107605,0.3089430894308943,0.14873266379722622,0.18651362984218078,0.42419894787183166
0.603825934509176,0.9067431850789096,0.4949784791965567,0.5710186513629842,0.735533237685318,0.7068388330942132,0.1401243424198948,0.6709708273553324,0.5217599234815877,0.1563845050215208,0.21042563366810138,0.6355810616929699,0.8335724533715926,0.17886178861788618,0.7068388330942132,0.6709708273553324,0.9067431850789096,0.21042563366810138,0.17886178861788618,0.8904830224772836,0.943089430894309,0.33907221425155426,0.32233381157340985,0.2864658058345289,0.3065518890483023,0.321377331420373,0.5447154471544715,0.7125777140124342,0.5920612147297943,0.2931611669057867,0.3782879005260641,0.6394069823051172,0.6709708273553324,0.7642276422764228,0.6661884265901482,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.5523672883787661,0.8115734098517455,0.820181731229077,0.5509325681492109
0.141337969558371,0.672883787661406,0.5839311334289814,0.3467240554758489,0.8613103778096605,0.555714968914395,0.8598756575801052,0.4696317551410808,0.7670970827355332,0.3586800573888092,0.59636537541846,0.6355810616929699,0.5361071257771401,0.6604495456719273,0.555714968914395,0.4696317551410808,0.672883787661406,0.59636537541846,0.6604495456719273,0.9005260640841702,0.23959827833572453,0.8326159732185557,0.8756575801052128,0.9148732663797227,0.4882831181252989,0.5868005738880918,0.9316116690578671,0.5131516021042564,0.4696317551410808,0.9000478240076518,0.9053084648493543,0.9612625538020086,0.8995695839311334,0.65662362505978,0.6422764227642277,0.5528455284552846,0.8823529411764706,0.8163558106169297,0.3089430894308943,0.9827833572453372,0.9827833572453372,0.7417503586800573
0.313956304535176,0.6255380200860832,0.4351984696317551,0.3467240554758489,0.6948828311812529,0.4218077474892396,0.923481587757054,0.743663318986131,0.5217599234815877,0.8799617407938786,0.7618364418938307,0.6355810616929699,0.9803921568627451,0.8550932568149211,0.4218077474892396,0.743663318986131,0.6255380200860832,0.7618364418938307,0.8550932568149211,0.6886657101865137,0.29220468675274985,0.834050693448111,0.65662362505978,0.5538020086083214,0.7704447632711621,0.8393113342898135,0.893352462936394,0.7838354854136776,0.7680535628885701,0.6982305117168819,0.7278813964610235,0.4414155906264945,0.8378766140602583,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.9775227164036346,0.6284074605451937,0.6169296987087518,0.5356288857006217,0.6676231468197035
0.93041002587267,0.5198469631755142,0.42276422764227645,0.3467240554758489,0.4328072692491631,0.3849832615973219,0.32711621233859395,0.6862745098039216,0.7173601147776184,0.24772835963653755,0.21042563366810138,0.6355810616929699,0.09516977522716404,0.17886178861788618,0.3849832615973219,0.6862745098039216,0.5198469631755142,0.21042563366810138,0.17886178861788618,0.47106647537063606,0.6336681013868962,0.3615494978479197,0.2458153993304639,0.6700143472022956,0.49067431850789095,0.5447154471544715,0.5925394548063128,0.4921090387374462,0.45911047345767575,0.2845528455284553,0.3782879005260641,0.45528455284552843,0.6709708273553324,0.65662362505978,0.8378766140602583,0.615973218555715,0.6489717838354854,0.5781922525107605,0.3089430894308943,0.4098517455762793,0.31324725011956,0.06647537063605931
0.347978273198204,0.7450980392156863,0.6351028216164515,0.9842180774748924,0.41941654710664755,0.3672883787661406,0.9311334289813487,0.7508369201339072,0.921090387374462,0.8230511716881874,0.7714012434241989,0.6877092300334768,0.7733142037302726,0.8230511716881874,0.3672883787661406,0.7508369201339072,0.7450980392156863,0.7714012434241989,0.8230511716881874,0.986131037780966,0.3046389287422286,0.33907221425155426,0.2702056432329029,0.2864658058345289,0.3065518890483023,0.7058823529411765,0.866571018651363,0.3500717360114778,0.4748923959827834,0.5141080822572932,0.9990435198469632,0.4414155906264945,0.8230511716881874,0.65662362505978,0.9076996652319465,0.5528455284552846,0.6489717838354854,0.7302725968436155,0.3089430894308943,0.430416068866571,0.5217599234815877,0.7259684361549498
0.455250207480211,0.5633668101386896,0.5691056910569106,0.4533715925394548,0.18890483022477284,0.40746054519368724,0.6140602582496413,0.19464371114299378,0.5217599234815877,0.93974175035868,0.5298900047824008,0.6355810616929699,0.36107125777140125,0.4959349593495935,0.40746054519368724,0.19464371114299378,0.5633668101386896,0.5298900047824008,0.4959349593495935,0.47106647537063606,0.6183644189383071,0.907221425155428,0.8751793400286944,0.2864658058345289,0.3065518890483023,0.321377331420373,0.9464371114299378,0.5700621712099474,0.45911047345767575,0.34911525585844094,0.5552367288378766,0.8292682926829268,0.8593974175035868,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6958393113342898,0.5781922525107605,0.3089430894308943,0.5772357723577236,0.6044954567192731,0.22525107604017217
0.955141833496447,0.2797704447632712,0.48493543758967,0.3500717360114778,0.18890483022477284,0.16307986609277858,0.1401243424198948,0.397895743663319,0.6174079387852702,0.1563845050215208,0.48254423720707795,0.8498326159732186,0.1649928263988522,0.6107125777140124,0.16307986609277858,0.397895743663319,0.2797704447632712,0.48254423720707795,0.6107125777140124,0.6781444285031085,0.16977522716403634,0.33907221425155426,0.6011477761836442,0.6853180296508847,0.3615494978479197,0.44763271162123386,0.8182687709230033,0.7259684361549498,0.45911047345767575,0.6939263510282162,0.3782879005260641,0.4414155906264945,0.6709708273553324,0.921090387374462,0.667144906743185,0.5528455284552846,0.8799617407938786,0.8168340506934482,0.3089430894308943,0.5868005738880918,0.7532281205164992,0.04925872788139646
0.652472720885948,0.29603060736489717,0.09230033476805356,0.8593974175035868,0.5007173601147776,0.8713534194165471,0.1401243424198948,0.8885700621712099,0.5217599234815877,0.2620755619320899,0.5203252032520326,0.6355810616929699,0.3768531802965088,0.45050215208034433,0.8713534194165471,0.8885700621712099,0.29603060736489717,0.5203252032520326,0.45050215208034433,0.47106647537063606,0.830703012912482,0.33907221425155426,0.476805356288857,0.2864658058345289,0.5662362505978001,0.34098517455762795,0.5447154471544715,0.09947393591582974,0.45911047345767575,0.31420373027259685,0.3782879005260641,0.4414155906264945,0.6709708273553324,0.65662362505978,0.6422764227642277,0.5528455284552846,0.6489717838354854,0.5781922525107605,0.8173122907699665,0.7144906743185079,0.8417025346724055,0.6805356288857006
