AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,Diff,Threshold
0.01,0.7618364418938307,0.5485413677666189,0.9660449545671927,0.531324725011956,0.16307986609277858,0.5973218555714969,0.19416547106647536,0.6154949784791965,0.9765662362505978,0.882831181252989,0.9794356767097083,0.6370157819225251,0.8216164514586323,0.16307986609277858,0.19416547106647536,0.7618364418938307,0.882831181252989,0.8216164514586323,0.8627450980392157,0.8130081300813008,0.33907221425155426,0.47871831659493064,0.6480153036824486,0.9655667144906743,0.8565279770444764,0.9540889526542324,0.19416547106647536,0.5260640841702535,0.9531324725011956,1.0,0.4414155906264945,0.6709708273553324,0.6642754662840746,0.6422764227642277,0.5624103299856528,0.6489717838354854,0.8914395026303205,0.8287900526064084,0.9186991869918699,0.9230033476805356,0.7073170731707317,0.6973170731707317,True
0.407197108990292,0.2797704447632712,0.13103778096604496,0.3467240554758489,0.3170731707317073,0.945480631276901,0.6465805834528934,0.9134385461501674,0.5217599234815877,0.5705404112864658,0.9626972740315638,0.6355810616929699,0.8517455762792921,0.9708273553323769,0.945480631276901,0.9134385461501674,0.2797704447632712,0.9626972740315638,0.9708273553323769,0.5624103299856528,0.4796747967479675,0.33907221425155426,0.4983261597321856,0.39646102343376377,0.9516977522716403,0.9124820659971306,0.5447154471544715,0.8297465327594452,0.45911047345767575,0.7551410808225729,0.3782879005260641,0.7895743663318986,0.6709708273553324,0.9450023912003825,0.6422764227642277,0.59636537541846,0.6489717838354854,0.7498804399808704,0.9435676709708274,0.6848397895743663,0.7116212338593975,0.8775705404112865,0.47037343142099447,True
0.407123958077867,0.2797704447632712,0.13725490196078433,0.3467240554758489,0.29937828790052606,0.9143950263032042,0.6279292204686753,0.9019607843137255,0.5217599234815877,0.5432807269249164,0.9110473457675753,0.6355810616929699,0.8775705404112865,0.9273075083692014,0.9143950263032042,0.9019607843137255,0.2797704447632712,0.9110473457675753,0.9273075083692014,0.5896700143472023,0.5332376853180296,0.33907221425155426,0.4414155906264945,0.37350549976088,0.9067431850789096,0.9378287900526064,0.5447154471544715,0.6131037780966045,0.45911047345767575,0.8330942132950742,0.3782879005260641,0.6695361071257772,0.6709708273553324,0.866571018651363,0.7293161166905787,0.8302247728359636,0.6489717838354854,0.5887135341941655,0.9029172644667623,0.7369679579148732,0.7116212338593975,0.8240076518412243,0.41688369376335727,True
0.406612676449018,0.2797704447632712,0.15303682448589193,0.3467240554758489,0.32233381157340985,0.923481587757054,0.6508847441415591,0.9067431850789096,0.5217599234815877,0.5461501673840268,0.9569583931133429,0.6355810616929699,0.8560497369679579,0.9775227164036346,0.923481587757054,0.9067431850789096,0.2797704447632712,0.9569583931133429,0.9775227164036346,0.6212338593974175,0.5762792922046868,0.33907221425155426,0.3864179818268771,0.34624581539933047,0.8732663797226208,0.9693926351028216,0.5447154471544715,0.17742706838833094,0.45911047345767575,0.9177427068388331,0.3782879005260641,0.4414155906264945,0.6709708273553324,0.65662362505978,0.9000478240076518,0.9583931133428981,0.825920612147298,0.5781922525107605,0.8689622190339551,0.6848397895743663,0.7116212338593975,0.8995695839311334,0.4929569074821154,True
0.01,0.2797704447632712,0.533715925394548,0.8359636537541846,0.18890483022477284,0.5700621712099474,0.39598278335724535,0.7068388330942132,0.9464371114299378,0.1563845050215208,0.713534194165471,0.9579148732663797,0.09516977522716404,0.8388330942132951,0.5700621712099474,0.7068388330942132,0.2797704447632712,0.713534194165471,0.8388330942132951,0.912960306073649,0.1649928263988522,0.5810616929698709,0.7838354854136776,0.975609756097561,0.7699665231946438,0.9980870396939263,0.9995217599234816,0.8761358201817312,0.599713055954089,0.531324725011956,0.5954088952654233,0.4414155906264945,0.6709708273553324,0.65662362505978,1.0,1.0,1.0,0.9598278335724534,0.7393591582974653,0.14873266379722622,0.15112386417981827,0.9617407938785271,0.9517407938785271,True
0.407197108990292,0.2797704447632712,0.21712099473935917,0.3467240554758489,0.3357245337159254,0.9076996652319465,0.6853180296508847,0.9531324725011956,0.5217599234815877,0.5346724055475849,0.9206121472979436,0.6355810616929699,0.8928742228598756,0.9359158297465328,0.9076996652319465,0.9531324725011956,0.2797704447632712,0.9206121472979436,0.9359158297465328,0.5308464849354376,0.4715447154471545,0.33907221425155426,0.47537063605930174,0.3562888570062171,0.9335246293639407,0.899091343854615,0.5447154471544715,0.8321377331420373,0.45911047345767575,0.7484457197513151,0.3782879005260641,0.7919655667144907,0.6709708273553324,0.9488283118125299,0.6422764227642277,0.5848876135820181,0.6489717838354854,0.7450980392156863,0.9464371114299378,0.6087996174079388,0.6642754662840746,0.8785270205643233,0.4713299115740313,True
0.0733967870638538,0.2797704447632712,0.32759445241511237,0.3467240554758489,0.18890483022477284,0.5494978479196556,0.2965088474414156,0.59636537541846,0.5217599234815877,0.8603538976566236,0.8206599713055954,0.7226207556193209,0.74701099952176,0.8890483022477284,0.5494978479196556,0.59636537541846,0.2797704447632712,0.8206599713055954,0.8890483022477284,0.47106647537063606,0.37780966044954567,0.5126733620277379,0.7073170731707317,0.6843615494978479,0.8713534194165471,0.9799139167862266,0.5447154471544715,0.7307508369201339,0.5820181731229077,0.8541367766618843,0.42085126733620276,0.6494500239120038,0.6709708273553324,0.8388330942132951,0.6422764227642277,0.6924916307986609,0.8173122907699665,0.9225251076040172,0.3089430894308943,0.32759445241511237,0.3448110951697752,0.44237207077953133,0.36897528371567756,True
0.0733966186444681,0.2797704447632712,0.2702056432329029,0.3467240554758489,0.18890483022477284,0.5518890483022477,0.2821616451458632,0.5992348158775705,0.5217599234815877,0.8402678144428503,0.8130081300813008,0.7183165949306551,0.7446197991391679,0.8976566236250598,0.5518890483022477,0.5992348158775705,0.2797704447632712,0.8130081300813008,0.8976566236250598,0.47106647537063606,0.4294595887135342,0.5332376853180296,0.6747967479674797,0.6743185078909613,0.8550932568149211,0.9890004782400765,0.5447154471544715,0.45528455284552843,0.5241511238641798,0.9258727881396461,0.3782879005260641,0.5633668101386896,0.6709708273553324,0.65662362505978,0.6422764227642277,0.9010043041606887,0.6489717838354854,0.9057867049258728,0.3089430894308943,0.3165949306551889,0.3314203730272597,0.4715447154471545,0.39814809680268637,True
0.01,0.9655667144906743,0.9612625538020086,0.4213295074127212,0.8536585365853658,0.9760879961740794,0.9411764705882353,0.7890961262553802,0.9655667144906743,0.9665231946437112,0.4681970349115256,0.9765662362505978,0.9727403156384505,0.2300334768053563,0.9760879961740794,0.7890961262553802,0.9655667144906743,0.4681970349115256,0.2300334768053563,0.9784791965566715,0.7747489239598279,0.9904351984696318,0.9827833572453372,0.8947871831659493,0.6303204208512674,0.5456719273075084,0.7570540411286466,0.8876135820181731,0.9789574366331899,0.9985652797704447,0.825920612147298,0.8311812529890005,0.929220468675275,0.65662362505978,0.7847919655667145,0.6848397895743663,0.6489717838354854,0.5781922525107605,0.8163558106169297,0.9010043041606887,0.8938307030129125,0.9904351984696318,0.9804351984696318,True
0.0733967870638538,0.2797704447632712,0.2611190817790531,0.3467240554758489,0.18890483022477284,0.5547584887613582,0.2769010043041607,0.5810616929698709,0.5217599234815877,0.8311812529890005,0.8091822094691535,0.6355810616929699,0.733142037302726,0.8837876614060258,0.5547584887613582,0.5810616929698709,0.2797704447632712,0.8091822094691535,0.8837876614060258,0.47106647537063606,0.42706838833094213,0.5112386417981827,0.670492587278814,0.6618842659014825,0.899091343854615,0.983739837398374,0.5447154471544715,0.48254423720707795,0.5054997608799617,0.9402199904351984,0.3782879005260641,0.5714968914395027,0.6709708273553324,0.65662362505978,0.6422764227642277,0.8837876614060258,0.6489717838354854,0.8995695839311334,0.3089430894308943,0.25538020086083213,0.33428981348637016,0.4567192730750837,0.38332248601122987,True
