AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.39,0.37,0.56,0.82,0.45,0.38,0.41,0.24,0.74,0.22,0.76,0.64,0.62,0.8,0.38,0.25,0.37,0.74,0.82,0.64,0.48,0.34,0.25,0.27,0.81,0.88,0.84,0.64,0.91,0.92,0.42,0.7,0.67,0.93,0.64,0.56,0.65,0.58,0.78,0.43,0.49,0.3,beb8b929-a785-4a7c-b109-832d0ed638f3.Kinect
0.12,0.63,0.42,0.79,0.21,0.5,0.14,0.6,0.52,0.74,0.98,0.86,0.25,0.88,0.52,0.6,0.62,0.98,0.88,0.49,0.16,0.34,0.33,0.88,0.96,0.84,0.69,0.49,0.93,0.31,0.38,0.61,0.68,0.66,0.64,0.55,0.8,0.87,0.97,0.26,0.44,0.56,4d7b3354-44b5-4845-b9f4-5ca8c886164d.Kinect
0.4,0.38,0.55,0.81,0.42,0.37,0.41,0.26,0.74,0.25,0.74,0.64,0.6,0.8,0.38,0.25,0.39,0.75,0.82,0.66,0.5,0.35,0.25,0.28,0.82,0.85,0.83,0.64,0.92,0.91,0.41,0.71,0.67,0.91,0.66,0.55,0.65,0.58,0.79,0.45,0.49,0.3,beb8b929-a785-4a7c-b109-832d0ed638f3.Kinect
0.72,0.35,0.24,0.39,0.19,0.56,0.22,0.63,0.66,0.94,0.58,0.64,0.1,0.44,0.55,0.64,0.34,0.56,0.46,0.47,0.95,0.75,0.73,0.46,0.7,0.63,0.9,0.09,0.94,0.32,0.6,0.69,0.67,0.84,0.65,0.57,0.71,0.79,0.31,0.43,0.39,0.4,56d41b10-c8ab-472d-bb49-df14328e1623.Kinect
0.78,0.43,0.23,0.75,0.8,0.68,0.52,0.67,0.53,0.16,0.64,0.63,0.23,0.73,0.71,0.68,0.42,0.63,0.75,0.47,0.7,0.34,0.25,0.3,0.66,0.62,0.55,0.58,0.71,0.28,0.51,0.45,0.81,0.77,0.65,0.55,0.78,0.58,0.32,0.94,0.93,0.42,c2721621-bf45-4c0d-bb88-8c6a3cd31ab3.Kinect
0.56,0.46,0.9,0.72,0.62,0.63,0.6,0.77,0.53,0.35,0.21,0.64,0.67,0.26,0.64,0.77,0.44,0.23,0.26,0.47,0.94,0.34,0.25,0.29,0.33,0.33,0.55,0.64,0.74,0.31,0.83,0.46,0.82,0.79,0.64,0.57,0.69,0.58,0.31,0.96,0.96,0.63,7cd1c85e-b5cb-4a0e-b021-274b2029000f.Kinect
0.32,0.44,0.95,0.57,1.0,0.79,0.95,0.5,0.81,0.2,0.78,0.95,0.67,0.84,0.77,0.5,0.43,0.78,0.86,0.47,0.8,0.93,0.97,0.97,0.78,0.78,0.94,0.28,0.47,0.3,0.88,1.0,0.88,0.96,0.95,0.92,0.96,0.81,0.37,0.58,0.76,0.98,31ddbc35-98a8-41d9-bdb7-055ae3ab27cc.Kinect
0.91,0.38,0.63,0.35,0.48,0.39,0.63,0.42,0.53,0.16,0.87,0.62,0.1,0.86,0.38,0.42,0.4,0.9,0.88,0.64,0.41,0.34,0.27,0.28,0.51,0.59,0.55,0.71,0.8,0.56,0.57,0.45,0.67,0.68,0.76,0.63,0.65,0.92,0.39,0.15,0.15,0.13,3578ba88-976f-413d-bbef-5f282db3ae8c.Kinect
0.92,0.55,0.09,0.36,0.2,0.16,0.36,0.5,0.53,0.17,0.54,0.65,0.4,0.67,0.16,0.51,0.53,0.54,0.65,0.47,0.16,0.34,0.25,0.28,0.32,0.46,0.55,0.26,0.6,0.28,0.38,0.44,0.67,0.87,0.64,0.55,0.65,0.66,0.4,0.15,0.15,0.03,277f5cb1-768f-4f1b-b79c-a66ad63bc0e4.Kinect
0.62,0.95,0.72,0.52,0.64,0.34,0.9,0.21,0.7,0.69,0.55,0.84,0.6,0.63,0.32,0.23,0.95,0.55,0.66,0.98,0.27,0.57,0.26,0.28,0.31,0.31,0.68,0.09,0.47,0.43,0.68,0.61,0.67,0.66,0.66,0.57,0.65,0.59,0.78,0.16,0.15,0.33,6ebae347-5d4c-45d8-8764-3f81c26f10bf.Kinect
0.89,0.28,0.67,0.35,0.45,0.16,0.26,0.49,0.52,0.61,0.85,0.62,0.1,0.84,0.17,0.52,0.28,0.83,0.85,0.54,0.35,0.36,0.25,0.29,0.37,0.38,0.56,0.35,0.81,0.35,0.54,0.46,0.68,0.66,0.65,0.55,0.66,0.9,0.31,0.16,0.17,0.06,78b66944-a2d2-4fc1-8cdc-a521ec414620.Kinect
0.77,0.44,0.1,0.35,0.46,0.22,0.76,0.2,0.52,0.39,0.56,0.89,0.51,0.67,0.24,0.19,0.43,0.57,0.67,0.81,0.54,0.64,0.75,0.8,0.42,0.34,0.54,0.1,0.49,0.3,0.41,0.48,0.67,0.67,0.64,0.56,0.65,0.58,0.34,0.19,0.4,0.03,713ace73-5352-456a-9d05-8ada574e3ed3.Kinect
0.73,0.46,0.62,0.97,0.46,0.16,0.59,0.2,0.66,0.98,0.35,1.0,0.79,0.4,0.17,0.2,0.47,0.35,0.4,0.48,0.21,0.34,0.26,0.29,0.31,0.31,0.95,0.65,0.52,0.67,0.68,0.47,0.67,0.67,0.67,0.56,0.76,0.66,0.31,0.23,0.23,0.31,243f077d-411e-44a2-8c6b-38b16225313a.Kinect
0.52,0.3,0.34,0.87,0.83,0.61,0.88,0.71,0.56,0.45,0.21,0.79,0.22,0.19,0.61,0.69,0.29,0.21,0.18,0.88,0.93,1.0,0.99,0.75,0.36,0.33,0.93,0.69,0.85,0.7,0.86,0.64,1.0,0.87,0.91,0.81,0.88,0.58,0.87,0.88,0.88,0.99,67c859c0-f91c-4a2e-acb3-86921cd4ec37.Kinect
0.41,0.28,0.12,0.35,0.27,0.92,0.68,0.91,0.53,0.57,0.94,0.63,0.87,0.95,0.89,0.9,0.28,0.91,0.95,0.58,0.5,0.34,0.46,0.39,0.93,0.93,0.56,0.7,0.47,0.8,0.38,0.7,0.68,0.89,0.69,0.79,0.65,0.61,0.92,0.68,0.72,0.82,e3d579f6-f6ef-4ec0-ad11-8a40369a8dff.Kinect
0.79,0.5,0.18,0.52,0.19,0.41,0.89,0.29,0.52,0.16,0.87,0.64,0.1,0.84,0.4,0.25,0.48,0.88,0.83,0.91,0.18,0.35,0.26,0.28,0.46,0.49,0.55,0.56,0.62,0.73,0.69,0.48,0.67,0.66,0.85,0.55,0.65,0.84,0.36,0.54,0.22,0.18,56526c27-0eea-48f5-ae0c-3482a54c93bd.Kinect
0.58,0.93,0.96,0.47,1.0,1.0,0.99,1.0,0.53,0.68,0.52,0.64,0.17,0.7,1.0,0.99,0.95,0.51,0.7,0.64,0.52,0.69,0.34,0.29,0.73,0.84,0.53,0.39,0.46,0.7,0.38,0.53,0.88,0.81,0.64,0.55,0.65,0.69,0.54,0.5,0.63,0.93,c6fd46e6-f4c4-4ed1-9283-0e6caba42760.Kinect
0.3,0.28,0.09,0.36,0.19,0.3,0.39,0.28,0.67,0.83,1.0,0.89,0.5,0.87,0.29,0.3,0.28,0.98,0.86,0.47,0.82,0.87,0.65,0.88,0.73,0.7,0.55,0.18,0.87,0.47,0.44,0.44,0.67,0.66,0.64,0.55,0.65,0.58,0.98,0.83,0.88,0.49,e2230735-77b3-48b3-a38c-de9fbfc02381.Kinect
0.63,0.31,0.33,0.94,0.67,0.18,0.17,0.2,0.53,0.7,0.71,0.64,0.16,0.77,0.16,0.2,0.28,0.73,0.76,0.67,0.17,0.34,0.33,0.84,0.77,0.74,0.61,0.26,0.65,0.29,0.41,0.68,0.69,0.66,0.65,0.7,0.65,0.58,0.8,0.79,0.32,0.17,41f874f9-dc86-4069-9a1a-fc5b35624da9.Kinect
0.42,0.28,0.18,0.35,0.34,0.98,0.64,0.96,0.52,0.35,0.97,0.63,0.87,0.98,0.98,0.95,0.28,0.98,0.98,0.55,0.49,0.35,0.49,0.46,0.94,0.89,0.54,0.81,0.46,0.74,0.39,0.77,0.67,0.95,0.66,0.57,0.65,0.77,0.93,0.63,0.68,0.88,0c3ecf84-bde6-4d77-8eef-89b75835cf27.Kinect
0.74,0.96,0.63,0.68,0.88,0.78,0.71,0.85,0.52,0.16,0.22,0.62,0.11,0.18,0.79,0.86,0.95,0.22,0.18,0.52,0.74,0.35,0.25,0.26,0.31,0.32,0.54,0.14,0.46,0.28,0.39,0.44,0.75,0.66,0.64,0.55,0.65,0.58,0.31,0.49,0.44,0.61,909bd4cc-539c-467e-bd28-73acb31aa849.Kinect
0.23,0.46,0.27,0.65,0.23,0.74,0.3,0.37,0.52,0.16,0.87,0.63,0.82,0.91,0.73,0.37,0.44,0.86,0.9,0.47,0.16,0.34,0.27,0.8,0.8,0.85,0.61,0.88,0.78,0.71,0.45,0.45,0.75,0.91,0.65,0.56,0.92,0.93,0.37,0.36,0.5,0.51,0a6b3c1c-9382-4b9e-bddb-ab86158f3ab5.Kinect
0.01,0.97,0.88,0.53,0.43,0.37,0.34,0.32,0.66,0.97,0.99,0.76,0.5,0.91,0.38,0.33,0.96,1.0,0.93,0.68,0.64,0.71,0.75,0.76,0.82,0.79,0.55,0.62,0.46,0.28,0.59,0.44,0.67,0.68,0.78,0.97,0.83,0.71,0.4,0.86,0.89,0.57,a4667f36-b051-4aa9-b7be-647c974a0ed0.Kinect
0.84,0.69,0.78,0.59,0.78,0.63,0.54,0.4,0.52,0.58,0.21,0.63,0.94,0.33,0.62,0.39,0.68,0.22,0.33,0.5,0.26,0.58,0.52,0.27,0.3,0.33,0.55,0.55,0.76,0.57,0.38,0.44,0.69,0.66,0.65,0.57,0.65,0.58,0.31,0.15,0.15,0.26,4f00e531-9ab4-4f6f-8042-4e595e83f727.Kinect
0.31,0.93,0.89,0.98,0.61,1.0,0.91,0.97,0.78,1.0,0.49,0.86,0.51,0.49,0.96,1.0,0.89,0.47,0.47,0.47,0.98,0.34,0.25,0.52,0.5,0.45,0.55,0.85,0.81,0.71,0.98,0.45,0.81,0.77,0.85,0.93,0.89,0.72,0.77,0.89,0.85,0.98,8ffd1320-db71-4cb3-b4be-61a0b3b11e35.Kinect
0.08,0.28,0.34,0.35,0.19,0.54,0.28,0.58,0.51,0.85,0.81,0.71,0.75,0.89,0.53,0.59,0.3,0.82,0.9,0.48,0.42,0.52,0.66,0.67,0.86,0.99,0.55,0.47,0.53,0.93,0.4,0.54,0.68,0.66,0.65,0.91,0.65,0.91,0.32,0.33,0.35,0.48,a494581d-f83e-4c0c-aa6b-358b2a03965c.Kinect
0.49,0.28,0.97,0.35,0.96,0.84,1.0,0.88,0.98,0.38,0.36,0.95,0.39,0.24,0.84,0.87,0.28,0.36,0.23,0.47,0.6,0.91,0.91,0.98,0.58,0.5,0.66,0.39,0.46,0.28,0.38,0.64,0.92,0.66,0.64,0.55,0.65,0.58,0.32,0.34,0.26,0.92,81e21784-2a9a-4934-80bd-8a7a01a246c1.Kinect
0.09,0.29,0.34,0.35,0.19,0.54,0.28,0.61,0.51,0.84,0.76,0.68,0.69,0.89,0.52,0.6,0.29,0.76,0.88,0.48,0.39,0.53,0.66,0.65,0.83,0.98,0.57,0.43,0.52,0.94,0.39,0.54,0.68,0.66,0.64,0.9,0.66,0.91,0.31,0.21,0.39,0.44,583b561c-d148-4311-9513-e310973d0b2c.Kinect
0.95,0.28,0.09,0.35,0.42,0.18,0.24,0.21,0.53,0.16,0.24,0.64,0.1,0.22,0.16,0.19,0.28,0.24,0.22,0.66,0.16,0.34,0.25,0.29,0.32,0.32,0.57,0.21,0.47,0.29,0.39,0.44,0.67,0.66,0.64,0.55,0.65,0.59,0.31,0.22,0.28,0.0,f8b73930-9dc8-4e21-a32b-ba25cefdc597.Kinect
0.28,0.28,0.87,0.56,0.79,0.49,0.51,0.7,0.79,0.35,0.21,0.64,0.1,0.18,0.49,0.67,0.29,0.21,0.18,0.47,0.89,0.57,0.62,0.72,0.39,0.4,0.55,0.09,0.74,0.28,0.86,0.45,0.68,0.66,0.64,0.74,0.66,0.59,0.31,0.7,0.62,0.5,2ea43346-5916-4631-a446-f6699e355cf9.Kinect
0.32,0.82,0.48,0.35,0.6,0.16,0.82,0.7,0.81,0.65,0.89,0.77,0.97,0.81,0.17,0.71,0.81,0.9,0.83,0.85,0.28,0.34,0.25,0.63,0.56,0.33,0.83,0.99,0.85,1.0,0.88,0.44,0.67,0.8,0.66,0.94,0.99,0.88,0.32,0.36,0.79,0.73,28d5db3b-9a95-448f-aeb0-ee04469b590d.Kinect
0.81,0.71,0.91,0.79,0.27,0.38,0.14,0.33,0.53,0.77,0.71,0.65,0.96,0.77,0.38,0.31,0.69,0.74,0.76,0.47,0.18,0.34,0.25,0.28,0.53,0.33,0.89,0.6,0.47,0.51,0.38,0.45,0.67,0.66,0.65,0.56,0.65,0.91,0.45,0.37,0.43,0.19,784f5295-ead0-41ea-bf0d-c9e62b629dd1.Kinect
0.69,0.28,0.41,0.93,0.48,0.72,0.14,0.74,0.52,0.27,0.3,0.64,0.19,0.18,0.73,0.72,0.28,0.3,0.19,0.48,0.89,0.54,0.6,0.27,0.57,0.48,0.54,0.1,0.51,0.5,0.38,0.46,0.67,0.66,0.65,0.83,0.67,0.58,0.66,0.93,0.95,0.58,b5b1c008-58da-48e7-a467-ac91bf701e9a.Kinect
0.95,0.28,0.57,0.35,0.2,0.16,0.14,0.24,0.54,0.6,0.68,0.62,0.31,0.62,0.19,0.23,0.28,0.69,0.64,0.63,0.36,0.38,0.25,0.3,0.32,0.33,0.54,0.12,0.77,0.79,0.52,0.45,0.68,0.66,0.65,0.55,0.66,0.84,0.36,0.17,0.15,0.01,9d4b3217-71d5-4954-828e-06668d2fd36d.Kinect
0.47,0.28,0.44,0.35,0.94,0.87,0.97,0.9,0.53,0.44,0.22,0.64,0.98,0.2,0.88,0.89,0.29,0.21,0.22,0.82,0.27,0.51,0.73,0.58,0.62,0.68,0.54,0.94,0.54,0.67,0.8,0.98,0.98,0.68,0.64,0.56,0.65,0.58,0.51,0.46,0.49,0.94,ed676ef5-ea26-4aeb-9042-8f6cc57e2fa4.Kinect
0.25,0.77,0.76,0.82,0.64,0.27,0.72,0.37,0.76,0.83,0.68,0.62,0.52,0.72,0.27,0.36,0.76,0.69,0.74,0.88,0.8,0.46,0.64,0.54,0.45,0.51,0.87,0.33,0.47,0.53,0.7,0.44,0.72,0.76,0.84,0.55,0.66,0.6,0.68,0.87,0.89,0.29,b5a2a03e-4cf7-4c66-a919-c389f662daa4.Kinect
0.57,0.5,0.19,0.37,0.92,0.81,0.9,0.87,0.52,0.86,0.97,0.62,0.97,0.88,0.8,0.87,0.5,0.96,0.86,0.75,0.25,0.75,0.64,0.28,0.61,0.64,0.87,0.88,0.74,0.73,0.39,0.44,0.67,0.66,0.65,0.56,0.65,0.58,0.31,0.78,0.81,0.78,2dd37697-85a8-4daa-aa3d-7d9225faeebb.Kinect
0.5,0.51,0.28,0.44,0.78,0.27,0.87,0.56,0.87,0.53,0.8,0.92,0.79,0.81,0.3,0.56,0.51,0.78,0.8,0.97,0.23,0.67,0.59,0.32,0.77,0.81,0.75,0.56,0.7,0.4,0.81,0.66,0.67,0.71,0.64,0.55,0.65,0.58,0.42,0.27,0.28,0.42,4ab88b74-e0a5-4556-ab96-acc608d6490b.Kinect
0.97,0.8,0.32,0.35,0.2,0.16,0.15,0.19,0.53,0.16,0.77,0.63,0.1,0.71,0.16,0.21,0.8,0.78,0.72,0.48,0.19,0.34,0.25,0.31,0.29,0.58,0.55,0.14,0.47,0.28,0.38,0.44,0.68,0.66,0.64,0.56,0.65,0.58,0.63,0.34,0.29,0.0,d65b9519-85cd-49d2-8736-79262694db26.Kinect
0.69,0.63,0.3,0.91,0.9,0.84,0.83,0.87,0.54,0.17,0.23,0.62,0.1,0.2,0.86,0.89,0.64,0.22,0.18,0.48,0.95,0.46,0.25,0.28,0.32,0.34,0.55,0.09,0.5,0.32,0.38,0.63,0.7,0.66,0.65,0.57,0.65,0.58,0.32,0.88,0.86,0.74,7c48400b-ad97-4993-ac29-02c4d5b18e72.Kinect
0.33,0.91,0.55,0.62,0.67,0.74,0.37,0.78,0.94,0.95,0.3,0.64,0.7,0.28,0.75,0.78,0.91,0.3,0.29,0.82,0.66,0.91,0.88,0.44,0.3,0.36,0.96,0.43,0.99,0.55,0.85,0.44,0.72,0.66,0.64,0.63,0.86,0.58,0.74,0.79,0.82,0.74,3a4f3993-7d9d-403d-b4b8-5bcc0190cb3c.Kinect
0.48,0.89,0.94,0.45,0.87,0.22,0.76,0.2,0.92,0.51,0.66,0.65,0.28,0.54,0.19,0.19,0.88,0.66,0.56,0.74,0.16,0.58,0.26,0.95,0.29,0.33,0.69,0.27,0.46,0.41,0.58,0.45,0.67,0.66,0.64,0.64,0.65,0.58,0.31,0.66,0.65,0.23,3d7793a1-a4be-48ae-bcd9-0256940116da.Kinect
0.76,0.46,0.56,0.35,0.67,0.18,0.29,0.19,0.61,0.25,0.22,0.69,0.69,0.18,0.18,0.19,0.47,0.24,0.18,0.47,0.4,0.76,0.83,0.39,0.32,0.3,0.56,0.45,0.46,0.29,0.39,0.68,0.68,0.66,0.64,0.55,0.65,0.59,0.33,0.15,0.16,0.07,b3c2f1e0-1a02-4126-b126-0111394b6a9e.Kinect
0.4,0.28,0.14,0.35,0.32,0.91,0.66,0.94,0.51,0.55,0.93,0.63,0.85,0.96,0.91,0.95,0.28,0.94,0.94,0.56,0.46,0.36,0.52,0.38,0.95,0.9,0.55,0.93,0.47,0.7,0.39,0.84,0.67,0.96,0.64,0.54,0.78,0.78,0.94,0.69,0.72,0.92,12bec720-7604-4e43-98ce-9461bb2f4d5e.Kinect
