AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.72,0.68,0.68,0.41,0.71,0.17,0.42,0.19,0.84,0.99,0.73,0.76,0.65,0.74,0.16,0.19,0.67,0.71,0.71,0.52,0.35,0.59,0.56,0.45,0.57,0.79,1.0,0.42,0.56,0.28,0.81,0.48,0.67,0.66,0.64,0.55,0.86,0.58,0.31,0.15,0.16,0.22,0b226a5c-4f0b-420e-a9bc-cee83b4e21e5.Kinect
0.41,0.29,0.16,0.35,0.33,0.94,0.64,0.91,0.51,0.57,0.93,0.63,0.87,0.98,0.94,0.92,0.28,0.94,0.96,0.61,0.58,0.34,0.39,0.36,0.88,0.97,0.54,0.22,0.47,0.95,0.39,0.44,0.67,0.66,0.9,0.95,0.81,0.59,0.86,0.7,0.73,0.89,768a8350-10ca-4ba4-b017-0e210874762d.Kinect
0.64,0.52,0.96,0.48,0.26,0.47,0.38,0.38,0.52,0.5,0.46,0.65,0.95,0.19,0.49,0.37,0.51,0.49,0.2,0.89,0.59,0.58,0.25,0.28,0.32,0.32,0.54,0.97,0.62,0.84,0.83,0.44,0.67,0.66,0.64,0.56,0.67,0.59,0.4,0.31,0.22,0.43,af8fd153-7339-4e80-a317-1c7c9cd058f3.Kinect
0.72,0.67,0.8,0.35,0.58,0.35,0.17,0.19,0.88,0.29,0.23,0.71,0.43,0.45,0.34,0.2,0.66,0.23,0.44,0.48,0.19,0.92,0.95,0.76,0.31,0.3,0.76,0.65,0.46,0.56,0.67,0.44,0.76,0.66,0.65,0.88,0.65,0.58,0.6,0.2,0.22,0.29,c4b7bc12-7118-4cb5-8ff4-5a97180378a5.Kinect
0.85,0.28,0.67,0.36,0.19,0.18,0.48,0.51,0.52,0.17,0.62,0.65,0.12,0.52,0.18,0.5,0.3,0.62,0.51,0.47,0.35,0.34,0.25,0.29,0.62,0.58,0.55,0.1,0.47,0.87,0.38,0.46,0.73,0.66,0.65,0.54,0.67,0.59,0.33,0.15,0.15,0.02,2bf9bd53-9ee1-4e8f-ab7f-f5dd1d64046f.Kinect
0.37,0.33,0.57,0.5,0.39,0.86,0.98,0.89,0.51,0.84,0.63,0.86,0.27,0.5,0.86,0.88,0.33,0.63,0.5,0.65,0.83,0.72,0.77,0.45,0.89,0.57,0.86,0.37,0.74,0.73,0.97,0.52,0.79,0.68,0.65,0.57,0.65,0.97,0.65,0.3,0.36,0.93,2283415b-e4c3-477c-a31c-4ebe6de4ab8a.Kinect
0.85,0.28,0.59,0.35,0.19,0.17,0.76,0.63,0.51,0.16,0.8,0.63,0.23,0.71,0.17,0.64,0.28,0.79,0.71,0.68,0.16,0.34,0.25,0.28,0.31,0.31,0.55,0.12,0.68,0.67,0.38,0.45,0.68,0.66,0.64,0.54,0.65,0.71,0.44,0.15,0.15,0.07,4450dd70-a1e5-4665-861a-fce3350d2a8b.Kinect
0.01,0.28,0.47,0.95,0.45,1.0,0.8,0.99,0.86,0.79,0.49,0.83,0.5,0.58,1.0,1.0,0.3,0.49,0.57,0.47,0.62,0.36,0.25,0.84,0.83,0.85,0.53,0.82,0.88,0.44,0.38,0.86,0.68,0.87,0.65,0.56,0.96,0.87,0.73,0.65,0.72,0.91,052999bb-b723-4718-a00a-3bca2af9d5bf.Kinect
0.7,0.72,0.44,0.7,0.65,0.59,0.62,0.31,0.84,0.16,0.67,0.64,0.41,0.78,0.58,0.29,0.71,0.65,0.78,0.83,0.57,0.39,0.25,0.29,0.82,0.87,0.53,0.58,0.83,0.87,0.65,0.75,0.68,0.96,0.64,0.54,0.65,0.58,0.98,0.5,0.54,0.6,8ce89c27-80e9-45c7-8e36-be140aa86d00.Kinect
0.5,0.42,0.87,0.73,0.19,0.16,0.94,0.56,0.77,0.42,0.47,0.82,0.21,0.61,0.18,0.56,0.41,0.46,0.63,0.88,0.17,0.34,0.54,0.96,0.82,0.87,0.53,0.35,0.64,0.28,0.5,0.44,0.76,0.66,0.64,0.55,0.66,0.59,0.75,0.28,0.29,0.33,d78a7f9d-122e-498f-9728-da43ad648798.Kinect
