ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises
87df6058-4245-4491-b3f8-8952b857e63c.Kinect,7/16/2018,0.56,1.35,1.28,1.37,1.08,0.59,0.0,0.3,0.17,0.01,0.0,0.0,0.01,0.0,0.0
a092466d-7971-40c2-a271-8627e9222268.Kinect,8/23/2018,0.81,0.27,1.22,1.24,0.07,0.29,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
6bdecfd5-3c56-4511-a285-f0d06608a474.Kinect,6/13/2018,0.12,0.09,1.02,1.08,0.01,0.24,0.0,0.0,0.01,0.0,0.0,1.5,1.05,1.1,1.0
93b6b5ab-faff-4873-bd99-1e15aac6c54a.Kinect,5/31/2018,0.55,1.14,1.07,1.4,0.2,0.13,0.01,0.83,0.01,0.01,0.02,0.0,0.01,0.0,0.0
71866bb1-f528-4746-b64c-4a452cb8e769.Kinect,9/26/2018,0.73,0.0,0.69,0.06,0.0,0.19,0.0,0.01,0.01,0.52,0.71,0.01,0.0,0.09,0.06
1f82de65-f2ee-499a-9683-840c00fee644.Kinect,5/10/2018,0.8,0.01,0.73,1.2,0.03,0.03,0.1,0.26,0.0,0.01,0.0,0.0,0.01,0.0,0.0
046e554d-c16d-41ff-b6b8-5ea277e0fc72.Kinect,8/29/2018,0.89,0.0,0.15,0.23,0.01,0.01,0.01,0.0,0.02,0.01,0.42,0.0,0.0,0.0,0.01
59beec2a-ec40-4e7a-a45c-2f915b32eb2f.Kinect,6/5/2018,0.7,0.0,1.03,1.02,0.52,1.31,0.01,0.08,0.05,0.01,0.25,0.12,0.0,0.01,0.0
2eac17d0-e92d-4a93-a185-d394d2a1da14.Kinect,7/12/2018,0.37,1.02,1.5,1.5,1.21,1.01,0.01,0.0,0.0,0.35,1.19,0.02,0.01,0.0,0.01
6a4e779b-4bb1-4ed3-b81d-744e240cbfdb.Kinect,9/11/2018,0.68,0.01,1.05,0.84,0.47,0.01,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
f2ccfba1-53f8-4e8e-85f7-7e2c7efa623d.Kinect,6/5/2018,0.54,0.0,1.42,1.47,0.0,0.01,1.04,0.01,0.02,0.0,0.49,0.0,0.01,0.0,0.0
6b2bceb7-b534-4adc-bde6-f9c01c106f6a.Kinect,5/31/2018,0.71,0.0,0.11,1.07,0.38,1.15,0.0,0.01,0.11,0.06,0.0,0.0,0.0,0.0,0.01
3f837a33-54a5-4e7c-92fb-ec32ff43cfbe.Kinect,8/27/2018,0.77,0.25,1.5,1.5,0.02,0.0,0.0,0.0,0.01,0.0,0.24,0.04,0.01,0.0,0.0
79a58a3e-07eb-4e77-bb12-d2c06a09c72e.Kinect,6/19/2018,0.49,0.01,1.21,1.06,0.21,1.36,0.0,0.0,0.16,0.0,1.01,0.01,0.0,0.0,0.0
695c7dcf-7557-4743-bd75-219313e63388.Kinect,7/27/2018,0.5,0.0,0.54,0.01,0.26,0.76,0.02,1.49,0.0,0.01,0.01,0.32,0.02,0.01,0.01
d7196534-f01d-4eae-8deb-b173ecb18528.Kinect,8/11/2018,0.8,0.0,0.24,0.29,1.2,1.31,0.01,0.11,0.0,0.01,0.02,0.0,0.01,0.0,0.0
c772cfc6-a821-4572-bef6-8124c142d06d.Kinect,7/18/2018,0.84,0.0,1.31,1.05,0.29,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02
a0361c3e-9eaf-42af-936b-8d226cf08db5.Kinect,7/11/2018,0.01,1.37,1.5,1.5,0.56,1.49,0.48,1.27,0.12,0.01,0.0,1.02,0.0,1.06,0.0
a54d486b-4913-41e0-b071-c9159cf444d8.Kinect,8/25/2018,0.4,0.0,1.08,0.13,0.0,0.43,0.0,0.0,0.0,0.0,0.01,0.04,1.5,0.0,0.34
bd876bdb-692f-4ef4-8c40-15b56eefec5e.Kinect,10/4/2018,0.62,0.89,1.5,1.49,0.03,0.12,0.0,0.02,0.0,0.0,0.59,0.02,0.0,0.0,0.0
7b31d736-2442-49ab-8180-71879a76a472.Kinect,9/11/2018,0.7,0.0,0.01,0.27,0.06,0.25,1.19,0.0,0.0,0.01,0.01,0.0,0.03,0.0,0.0
39efb336-1629-4e96-b98b-1e219768abc8.Kinect,9/25/2018,0.42,0.0,1.08,0.12,0.0,0.43,0.0,0.02,0.0,0.0,0.02,0.03,1.5,0.02,0.35
41cf4deb-575b-4e74-9365-764d12621b5e.Kinect,8/27/2018,0.86,0.01,0.23,0.03,0.01,1.14,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0
3b841a32-6b34-4f56-9c91-11957d7c87b5.Kinect,7/9/2018,0.78,0.0,1.49,1.5,0.0,0.0,0.0,0.0,0.28,0.01,0.0,0.05,0.0,0.02,0.0
6771a23c-1946-4b24-b2dd-38c5c03cdfc0.Kinect,10/8/2018,0.81,0.49,1.36,1.35,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0
f5a57b7a-a1e4-4d4a-9285-e7e9f772a3df.Kinect,8/29/2018,0.83,0.0,1.3,1.37,0.0,0.0,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.0,0.0
85b4c8ab-c7fc-4724-9241-897540c40a05.Kinect,9/11/2018,0.24,0.17,1.18,1.27,0.23,1.05,1.47,1.02,0.0,0.02,0.08,0.01,0.0,0.0,0.0
fd170250-b338-4390-b150-f6b9a8153ab1.Kinect,8/23/2018,0.59,0.31,1.5,1.49,1.48,1.12,0.0,0.0,0.02,0.0,0.0,0.3,0.0,0.0,0.0
2f647016-abee-4d5b-a166-0c7187f18a79.Kinect,9/4/2018,0.64,0.03,1.34,1.29,0.01,0.0,0.0,0.0,0.01,0.0,0.0,1.17,0.0,0.0,0.01
a0361c3e-9eaf-42af-936b-8d226cf08db5.Kinect,7/11/2018,0.01,1.36,1.49,1.5,0.58,1.5,0.46,1.28,0.1,0.0,0.0,1.02,0.0,1.05,0.0
d7196534-f01d-4eae-8deb-b173ecb18528.Kinect,8/11/2018,0.81,0.0,0.26,0.26,1.22,1.31,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0
