AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.43,0.52,0.56,0.5,0.58,0.6,0.4,0.62,0.54,0.62,0.72,0.66,0.22,0.38,0.6,0.62,0.52,0.73,0.38,0.75,0.84,0.61,0.52,0.49,0.87,0.55,0.53,0.26,0.73,0.36,0.91,0.44,0.67,0.66,0.64,0.58,0.8,0.96,0.31,0.24,0.34,0.53,6d51fb7a-7262-4646-9a8d-ae6a1499deef.Kinect
0.36,0.69,0.81,0.97,0.87,0.6,0.55,0.63,0.97,0.66,0.41,0.84,0.6,0.24,0.63,0.6,0.72,0.42,0.25,0.47,0.9,0.71,0.62,0.3,0.44,0.55,0.78,0.31,0.47,0.29,1.0,0.46,0.74,0.66,0.64,0.54,0.65,0.58,0.43,0.32,0.37,0.7,3b8dd73b-7792-43ff-b35b-c1f6cf3d47ae.Kinect
0.75,0.28,0.35,0.57,0.2,0.42,0.14,0.38,0.58,0.31,0.21,0.8,0.1,0.18,0.42,0.36,0.29,0.22,0.18,0.47,0.16,0.34,0.25,0.57,0.3,0.32,0.54,0.77,0.46,0.64,0.68,0.88,0.68,0.73,0.86,0.74,0.76,0.58,0.31,0.8,0.8,0.1,2e55e3a6-7805-4d64-b30e-610edf182579.Kinect
0.19,0.94,0.98,0.48,0.93,0.53,0.38,0.23,0.91,0.85,0.7,0.94,0.51,0.66,0.52,0.26,0.95,0.69,0.67,0.47,0.98,0.97,0.99,1.0,0.56,0.5,0.68,0.35,0.71,0.38,1.0,0.44,0.96,0.66,0.64,0.94,0.87,0.71,0.32,0.92,0.9,0.94,fc668506-92a1-4d88-83a4-5037b8e6fb62.Kinect
0.51,0.56,0.17,0.42,0.93,0.81,0.9,0.88,0.53,0.91,0.21,0.63,0.15,0.19,0.82,0.87,0.55,0.22,0.19,0.47,0.16,0.76,0.73,0.52,0.53,0.33,0.54,0.99,0.57,0.67,0.88,0.44,0.93,0.9,0.95,0.98,0.97,0.79,0.31,0.36,0.35,0.95,8bb7e7fc-f1f8-43ba-b286-daaba225217f.Kinect
0.53,0.76,0.45,0.82,0.22,0.45,0.59,0.38,0.52,0.67,0.61,0.64,0.79,0.62,0.45,0.38,0.75,0.61,0.63,0.47,0.61,0.4,0.37,0.81,0.67,0.65,0.59,0.97,0.94,0.29,0.4,0.44,0.67,0.91,0.87,0.78,0.91,0.88,0.84,0.29,0.15,0.53,4ee22256-b38b-42ea-ad57-6bc0c97ddab9.Kinect
0.76,0.77,0.75,0.69,0.44,0.47,0.3,0.62,0.52,0.16,0.21,0.63,0.11,0.18,0.48,0.64,0.77,0.21,0.18,0.48,0.8,0.35,0.25,0.3,0.42,0.33,0.55,0.11,0.46,0.28,0.4,0.45,0.68,0.66,0.66,0.54,0.66,0.58,0.31,0.74,0.39,0.18,97e5d688-a075-48cb-98b3-b30cb329b3d9.Kinect
0.83,0.29,0.09,0.96,0.24,0.59,0.14,0.8,0.51,0.72,0.22,0.63,0.24,0.63,0.58,0.8,0.29,0.22,0.63,0.5,0.66,0.34,0.38,0.79,0.53,0.57,0.54,0.86,0.77,0.34,0.38,0.44,0.67,0.86,0.87,0.86,0.9,0.71,0.75,0.15,0.16,0.54,2ee320ec-c2e5-45cc-a8ac-219af4ed4d65.Kinect
0.71,0.72,0.43,0.7,0.66,0.59,0.6,0.3,0.85,0.16,0.67,0.63,0.4,0.76,0.56,0.31,0.72,0.65,0.77,0.84,0.55,0.39,0.25,0.3,0.79,0.85,0.56,0.57,0.83,0.87,0.66,0.76,0.67,0.98,0.64,0.56,0.66,0.58,0.99,0.5,0.55,0.59,8ce89c27-80e9-45c7-8e36-be140aa86d00.Kinect
0.73,0.29,0.09,0.35,0.19,0.16,0.14,0.19,0.52,0.25,0.21,0.63,0.72,0.18,0.16,0.19,0.28,0.23,0.19,0.47,0.18,0.82,0.84,0.29,0.31,0.32,0.55,0.55,0.46,0.28,0.38,0.59,0.69,0.66,0.65,0.53,0.65,0.58,0.32,0.25,0.26,0.06,93e643f3-d7bc-4a92-a82c-081a862e92fa.Kinect
0.14,0.51,0.1,0.88,0.78,0.85,0.36,0.57,0.57,0.57,0.88,0.64,0.53,0.8,0.84,0.56,0.51,0.89,0.8,0.47,0.6,0.43,0.25,0.67,0.97,0.87,0.66,0.44,0.78,0.51,0.38,0.5,0.68,0.67,0.64,0.56,0.65,0.58,0.61,0.55,0.5,0.6,684a3743-54fd-4ab8-971e-2466fc3d191a.Kinect
0.42,0.29,0.2,0.88,0.78,0.98,0.89,0.99,0.8,0.97,0.72,0.91,0.53,0.52,0.99,1.0,0.29,0.75,0.54,0.69,0.42,0.47,0.38,0.97,0.88,0.85,0.92,0.44,0.51,0.65,0.59,0.53,0.67,0.66,0.65,0.56,0.65,0.58,0.31,1.0,0.99,0.94,a8ceb306-94a7-4270-bbe7-ea703cf3ed4f.Kinect
0.62,0.89,0.49,0.58,0.73,0.72,0.14,0.68,0.53,0.16,0.22,0.63,0.82,0.18,0.71,0.69,0.91,0.21,0.18,0.89,0.96,0.36,0.32,0.29,0.31,0.32,0.55,0.72,0.61,0.29,0.39,0.63,0.67,0.76,0.68,0.54,0.66,0.59,0.56,0.81,0.82,0.53,9eb68b55-6b74-4c23-9583-cb998b690405.Kinect
0.58,0.33,0.69,0.46,0.21,0.74,0.42,0.62,0.89,0.89,0.62,0.64,0.38,0.67,0.74,0.61,0.31,0.62,0.66,0.64,0.86,0.34,0.26,0.31,0.31,0.32,0.55,0.1,0.94,0.29,0.86,0.51,0.67,0.71,0.64,0.68,0.65,0.58,0.84,0.93,0.95,0.66,6c5035fe-ca75-4019-9069-4e901dca8efe.Kinect
0.71,0.7,0.82,0.69,0.62,0.58,0.14,0.27,0.56,0.17,0.23,0.64,0.1,0.2,0.56,0.28,0.7,0.23,0.23,0.47,0.77,0.4,0.44,0.33,0.31,0.32,0.54,0.38,0.47,0.35,0.38,0.44,0.68,0.67,0.64,0.56,0.66,0.58,0.33,0.53,0.24,0.11,ee160f23-bf25-4663-8168-1515e447ecb2.Kinect
