ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises
84953bcc-16dc-4a4c-9be3-458b593e31c5.Kinect,10/9/2018,0.42,0.0,1.08,0.13,0.01,0.42,0.0,0.01,0.0,0.02,0.0,0.03,1.5,0.01,0.35
66c535b1-10c5-4b83-a7c1-1a0f922a54fa.Kinect,10/8/2018,0.78,0.82,1.17,1.19,0.06,0.15,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0
ff514cba-6c5e-41a9-9936-3e8400565c8d.Kinect,10/9/2018,0.39,0.0,1.08,0.16,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.01,1.5,0.02,0.34
29190285-a7ef-4ed7-bdba-bff30a7cd512.Kinect,7/10/2018,0.14,1.44,1.5,1.5,0.81,0.13,1.5,0.0,0.0,0.0,0.14,0.61,0.01,0.1,0.0
052999bb-b723-4718-a00a-3bca2af9d5bf.Kinect,8/24/2018,0.01,0.06,1.38,1.21,0.0,0.16,0.0,0.01,0.01,0.01,0.0,0.0,1.5,1.41,1.18
3d16b429-ff6a-4d51-94c9-f7ad9b726470.Kinect,10/24/2018,0.52,0.0,1.37,1.5,0.02,0.02,0.0,0.0,0.0,0.0,0.02,1.18,0.01,0.18,0.02
6b613936-498e-4114-ba4b-59ccc834cb17.Kinect,7/12/2018,0.59,1.29,1.5,1.48,0.01,0.17,0.2,0.12,0.01,0.01,0.17,0.0,0.0,0.0,0.0
8ffd1320-db71-4cb3-b4be-61a0b3b11e35.Kinect,5/9/2018,0.33,1.42,0.33,1.24,0.02,0.11,0.07,1.47,0.0,0.47,0.09,0.0,0.0,0.01,0.0
f7523e55-da57-44fb-ab44-7cfe8ccd6afd.Kinect,6/1/2018,0.4,0.0,1.26,1.18,1.46,0.7,0.51,0.0,0.0,0.6,1.11,0.0,0.01,0.0,0.0
99d3686c-2c44-42bb-9c3a-a2283a4bfd15.Kinect,5/9/2018,0.37,1.1,1.09,1.18,0.03,1.01,0.0,0.13,0.0,0.0,0.0,1.49,0.07,0.0,0.0
2dd37697-85a8-4daa-aa3d-7d9225faeebb.Kinect,7/20/2018,0.55,0.0,0.02,0.16,1.22,1.17,0.01,0.12,0.0,0.28,1.39,0.0,0.0,0.0,0.0
8e29b0da-020c-44f6-8a72-25b01eda59d3.Kinect,5/10/2018,0.28,0.6,1.12,1.27,0.01,0.01,1.0,0.58,0.0,0.01,1.11,0.0,0.0,0.01,0.01
01b6ceff-9cb8-47e4-ab1a-b3b6c7415b16.Kinect,9/11/2018,0.01,1.4,0.0,0.29,0.0,0.29,1.5,1.05,0.02,0.0,0.0,0.0,1.5,0.01,1.09
98dfb26d-430f-410a-884f-eaf732f20526.Kinect,8/17/2018,0.39,0.01,1.08,0.12,0.01,0.43,0.0,0.0,0.02,0.0,0.01,0.01,1.5,0.0,0.35
c9a1369e-3e3b-40e4-a93b-1a26328b1c5f.Kinect,6/26/2018,0.01,1.19,1.49,1.5,1.06,1.38,0.76,1.26,0.02,0.0,1.2,0.0,0.0,0.0,0.0
c33b30a0-8c48-4362-b422-30240363a88c.Kinect,9/7/2018,0.46,1.5,1.38,1.45,0.47,0.05,0.0,0.89,0.31,0.0,0.0,0.0,0.0,0.0,0.02
ec916f1a-c992-4e4c-a903-4b1591e13d26.Kinect,7/17/2018,0.62,0.0,0.13,0.3,0.07,0.66,0.0,0.12,0.0,0.0,0.0,1.35,0.07,0.0,0.0
c2721621-bf45-4c0d-bb88-8c6a3cd31ab3.Kinect,7/31/2018,0.81,0.24,1.1,0.62,0.54,0.18,0.01,0.0,0.0,0.01,0.06,0.0,0.0,0.01,0.0
91040b2b-327a-4950-a97a-aecf88e58f23.Kinect,8/29/2018,0.89,0.02,0.12,0.3,0.02,0.02,0.01,0.02,0.0,0.01,0.33,0.0,0.0,0.0,0.0
c4b7bc12-7118-4cb5-8ff4-5a97180378a5.Kinect,8/27/2018,0.73,0.01,1.5,1.49,0.0,0.0,0.32,0.0,0.01,0.0,0.3,0.01,0.0,0.01,0.01
154e4e27-7ea2-47fd-8797-4a9640d5125c.Kinect,9/27/2018,0.48,0.85,1.14,1.12,0.0,0.45,1.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01
a4f787f3-5f3c-46fe-90c4-879534101503.Kinect,10/31/2018,0.39,0.0,1.16,0.15,0.01,0.36,0.0,0.0,0.01,0.0,0.0,0.03,1.49,0.02,0.38
725a1887-809e-4c73-a052-8e4eeaaec241.Kinect,6/20/2018,0.44,0.0,0.06,0.33,0.41,0.12,0.0,1.49,0.0,0.0,0.88,0.0,0.02,0.0,0.0
d54a4ac6-a46c-4959-bd64-6293e926b21b.Kinect,7/20/2018,0.6,0.01,0.58,0.73,0.19,1.04,0.17,0.22,0.01,0.0,0.0,0.72,0.0,0.0,0.0
c86cbd71-962b-4885-96e3-a960bd1e89b9.Kinect,9/19/2018,0.71,0.0,1.11,1.17,0.63,1.04,0.0,0.0,0.0,0.09,0.37,0.0,0.0,0.0,0.02
e98c0e17-7e4e-414c-abad-2b885a2ae376.Kinect,9/26/2018,0.58,0.24,1.5,1.5,0.02,0.44,0.01,0.42,0.01,0.54,0.01,0.01,0.0,0.0,0.0
6e4a8d36-fea3-4c09-b07e-4b82d0c32328.Kinect,8/24/2018,0.04,0.04,1.49,1.37,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.12,1.49,1.16,1.28
5dac5f86-3cfe-4fc6-870b-e7210381731a.Kinect,8/13/2018,0.64,0.0,0.4,0.21,0.01,1.1,0.65,0.31,0.0,0.0,0.0,0.01,0.0,0.0,0.0
97e5d688-a075-48cb-98b3-b30cb329b3d9.Kinect,6/6/2018,0.78,0.54,0.07,0.41,0.0,0.42,0.01,0.01,0.01,0.0,0.09,0.44,0.0,0.0,0.0
fe652393-bda2-4547-a64e-f9626f4a0907.Kinect,10/22/2018,0.6,0.05,1.4,1.49,0.0,0.06,0.0,0.0,0.01,0.0,0.74,1.13,0.0,0.01,0.01
f9a2f4a2-c452-4388-a95d-962b3a446062.Kinect,5/10/2018,0.84,0.0,0.48,0.26,0.01,0.01,0.0,0.0,0.0,0.04,0.52,0.0,0.01,0.0,0.0
c6815418-5328-432f-a4be-1f16d2451aff.Kinect,7/19/2018,0.8,0.12,1.29,1.1,0.61,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
feca4c0e-cbc7-4e5e-b85c-8befedbc65a4.Kinect,5/31/2018,0.68,1.07,1.04,1.5,0.0,0.18,0.23,0.05,0.01,0.0,0.01,0.0,0.0,0.01,0.0
a668aacf-3344-4709-9e33-b78b77eb703d.Kinect,7/26/2018,0.44,0.13,0.55,0.41,1.08,0.18,0.8,0.0,0.82,0.39,0.0,0.02,0.01,0.01,0.0
68a0554a-1771-47aa-b153-36687c927f53.Kinect,8/21/2018,0.9,0.01,0.69,0.31,0.05,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a62c5b4d-53b6-45f2-915d-31c281c078cc.Kinect,9/26/2018,0.94,0.0,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.02
884c8742-ee9b-4425-8ad2-b2ffb027d163.Kinect,8/7/2018,0.75,0.37,1.24,1.5,0.0,0.15,0.0,0.0,0.0,0.02,0.02,0.0,0.24,0.01,0.0
218bac40-efcc-4638-897e-243e8f530d9d.Kinect,9/11/2018,0.78,0.02,1.27,0.94,0.01,0.23,0.24,0.02,0.01,0.0,0.03,0.02,0.0,0.0,0.0
0bed6af7-bc7b-4279-b2a4-9cfb2d74c761.Kinect,5/31/2018,0.82,0.11,0.07,0.11,0.03,0.8,0.0,0.34,0.0,0.01,0.0,0.0,0.01,0.01,0.0
49a562eb-07a9-4cda-8d50-ab85b6c50d0a.Kinect,6/19/2018,0.44,1.4,1.49,1.5,0.0,0.02,1.39,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
d1b3fdfd-e57c-4cac-a73e-381dd96f0b8a.Kinect,7/26/2018,0.72,0.74,1.09,1.12,1.06,0.88,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0
59b1e6e9-6132-4cdd-96c4-cb8291e1d2f4.Kinect,7/23/2018,0.71,1.01,1.37,1.42,0.64,0.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94e5f356-9136-4956-9599-8c79ff8671da.Kinect,9/9/2018,0.02,0.03,0.96,0.2,0.35,0.02,0.0,1.5,0.0,0.0,0.01,1.5,1.4,1.5,1.4
7556e242-8273-4c96-a41d-f2c5d33b0411.Kinect,6/1/2018,0.78,0.6,1.3,1.25,0.15,0.24,0.04,0.01,0.0,0.0,0.0,0.07,0.0,0.02,0.0
ef76ba66-5c75-4cac-b891-0b9e5c4c4452.Kinect,9/6/2018,0.06,0.02,1.03,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0.0,1.38,1.48,0.2,1.3
b66dfbf9-7cc6-45d5-ba60-4250865e9a9c.Kinect,5/10/2018,0.28,0.3,0.01,0.0,0.28,1.09,1.43,1.39,0.0,0.01,0.02,0.0,0.0,0.0,0.0
10d300b2-2a0d-4cda-b10d-2569cb393a55.Kinect,7/12/2018,0.11,1.29,1.48,1.49,1.01,1.06,1.02,0.03,1.49,0.05,0.0,0.0,0.0,0.0,0.0
c20ed64a-b9b3-4bce-b54a-bed9ceb5803f.Kinect,9/11/2018,0.53,1.06,0.53,0.81,0.0,0.76,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01
249d1baf-bc40-4480-802a-c5ff41768011.Kinect,7/27/2018,0.36,0.36,0.46,0.01,0.17,1.2,0.01,0.01,0.0,0.01,0.0,0.68,0.0,0.67,0.71
44470432-6d12-4138-863f-b1954bc7e671.Kinect,10/19/2018,0.04,0.0,1.44,1.5,0.0,0.02,0.0,0.01,0.0,0.0,0.01,1.49,0.0,1.24,0.24
a50b353d-7848-463d-81b8-e9d2e6bd6c82.Kinect,8/8/2018,0.84,0.01,0.74,1.1,0.49,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
545ece59-802b-470c-a980-523fc521c4f6.Kinect,8/29/2018,0.89,0.0,0.18,0.39,0.01,0.47,0.01,0.02,0.0,0.0,0.05,0.01,0.01,0.02,0.0
611aa282-46e5-4275-be5d-15aed55f8fb8.Kinect,7/27/2018,0.55,0.0,0.56,0.01,0.03,1.21,0.0,0.0,0.01,0.0,0.0,0.18,1.28,0.0,0.0
0ebfd20e-05d1-4450-ae05-297be8eed654.Kinect,8/27/2018,0.73,0.15,0.82,0.99,0.12,0.19,0.11,0.03,0.0,0.0,0.56,0.0,0.01,0.0,0.0
cf7c7222-ba52-46e4-8e2c-aba0093fa3c1.Kinect,6/1/2018,0.92,0.01,0.65,0.0,0.02,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
ad3baf00-ea37-4be0-85be-c2640f21b86b.Kinect,9/6/2018,0.65,0.0,1.26,1.15,0.0,0.06,0.0,0.19,0.01,0.0,0.0,0.81,0.67,0.0,0.0
ea2ded58-209d-43c0-908d-d86d633d61a5.Kinect,8/29/2018,0.92,0.0,0.3,0.47,0.0,0.18,0.0,0.0,0.02,0.0,0.02,0.01,0.01,0.0,0.0
5ad82a2b-5b54-4439-aea2-324d512f0c2b.Kinect,7/24/2018,0.76,1.09,0.04,0.01,0.08,0.47,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e1054559-ee0b-41fc-bbf3-b35cb5081ae9.Kinect,10/16/2018,0.79,0.49,1.12,1.13,0.36,0.21,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0
568f8b82-eabf-4ded-a22c-52da07848610.Kinect,7/9/2018,0.6,0.0,1.5,1.5,0.01,0.0,0.61,0.0,0.21,0.01,0.0,0.39,0.02,0.0,0.0
c2c93d87-d70e-4d7d-b811-df2ec4c5d655.Kinect,9/11/2018,0.82,0.02,1.18,1.14,0.37,0.29,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0
56bcd188-7faa-4d87-9150-251472a47095.Kinect,8/23/2018,0.73,0.0,1.05,1.06,0.01,0.01,0.02,0.58,0.02,0.01,0.17,0.16,0.01,0.01,0.0
abe79fa2-3dfa-4ca8-9d6d-abe73f06fd2d.Kinect,10/3/2018,0.96,0.01,0.04,0.0,0.0,0.27,0.0,0.0,0.0,0.07,0.09,0.01,0.0,0.01,0.0
e307c47d-0030-495a-99ce-e9775095a20e.Kinect,5/31/2018,0.65,0.06,0.52,1.04,0.02,0.58,0.19,0.65,0.02,0.0,0.05,0.03,0.0,0.0,0.01
8a3d0a3a-6a7d-4490-b292-fbbe161e8cbd.Kinect,7/18/2018,0.61,0.25,0.38,0.24,0.34,0.62,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
ff63b8a9-deb5-4179-b424-fd07d04ca37f.Kinect,6/13/2018,0.96,0.01,0.15,0.04,0.03,0.06,0.0,0.06,0.01,0.0,0.0,0.01,0.0,0.0,0.01
2da598ec-e44e-4294-8a34-aeb577528af5.Kinect,8/24/2018,0.72,0.0,1.5,1.5,0.11,0.03,0.01,0.0,0.02,0.0,0.01,0.59,0.0,0.0,0.0
01f01a50-a580-4ea4-8fba-bc89fc68e07c.Kinect,9/11/2018,0.28,1.27,0.0,0.0,0.01,0.43,1.47,1.17,0.0,0.03,0.12,0.0,0.0,0.0,0.0
9f70d7bb-6f52-4eb9-96cc-13afd589bc3a.Kinect,9/19/2018,0.83,0.02,0.55,0.01,0.05,1.28,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01
78243c9c-f7ea-43d6-814a-e2c994eaabda.Kinect,8/14/2018,0.02,0.75,1.28,0.06,0.01,0.67,0.0,0.0,0.0,0.0,0.01,0.0,1.5,1.5,1.5
cf0e95ab-d6ec-475a-9cc0-c9444b8dd080.Kinect,7/19/2018,0.61,0.3,1.35,1.15,0.33,0.49,0.0,0.0,0.09,0.0,0.0,0.0,0.77,0.01,0.0
e81a6abe-005f-43ce-a51d-54c384192ff8.Kinect,6/1/2018,0.8,0.04,1.17,1.23,0.0,0.01,0.0,0.0,0.02,0.36,0.01,0.0,0.0,0.0,0.0
424263ca-8022-4bc9-91fd-e74c83a3ee03.Kinect,8/23/2018,0.35,0.03,1.18,1.02,0.24,0.07,0.0,1.49,0.0,0.0,0.05,1.06,0.0,0.0,0.0
f21512ad-3c8d-49e4-b896-54a8606bd47a.Kinect,7/12/2018,0.51,1.07,1.48,1.46,0.48,0.46,0.0,0.0,0.0,0.48,1.02,0.02,0.0,0.0,0.01
f99812e2-97c0-48fc-bd46-49dc20e9825f.Kinect,7/18/2018,0.84,0.12,1.37,1.24,0.06,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
5e57b822-b2f4-44f9-bc80-08831a94a3d1.Kinect,7/25/2018,0.66,1.41,1.03,0.37,0.26,0.05,0.0,0.34,0.0,0.0,0.02,0.0,0.0,0.01,0.01
10779765-2fc1-4b2c-9808-2b993a42ec72.Kinect,6/1/2018,0.33,0.01,1.37,1.29,1.39,1.49,0.0,0.0,1.48,0.46,0.21,0.01,0.0,0.0,0.01
3f9251e3-ec5f-4b9a-aa1d-d5ef2c512597.Kinect,8/26/2018,0.41,0.0,1.08,0.13,0.0,0.43,0.01,0.0,0.0,0.02,0.0,0.02,1.48,0.03,0.36
bb56cf17-42e6-4cc0-b196-f03b746ed1a3.Kinect,6/8/2018,0.54,0.0,1.29,1.19,0.0,0.0,0.0,0.26,0.0,0.01,1.36,0.0,0.02,0.0,0.01
d6fbcb4c-0c8f-411b-bfa4-ae0ae9256fa6.Kinect,5/14/2018,0.79,0.0,0.62,0.45,0.01,0.01,0.0,0.68,0.01,0.0,0.09,0.07,0.0,0.01,0.01
c33b30a0-8c48-4362-b422-30240363a88c.Kinect,9/7/2018,0.47,1.49,1.38,1.47,0.5,0.05,0.0,0.9,0.32,0.0,0.0,0.01,0.0,0.0,0.0
e1229e39-78fc-4d77-822f-9367f9a4ad35.Kinect,6/8/2018,0.58,0.0,0.8,0.37,0.24,0.9,0.01,1.28,0.0,0.01,0.02,0.0,0.0,0.0,0.0
