AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.612893193,0.825920612,0.736011478,0.49784792,0.537541846,0.649928264,0.429459589,0.68579627,0.828311813,0.156384505,0.422285988,0.635581062,0.575322812,0.256336681,0.649928264,0.68579627,0.825920612,0.422285988,0.256336681,0.471066475,0.870875179,0.339072214,0.318029651,0.918699187,0.741750359,0.621712099,0.544715447,0.701099952,0.553323769,0.714490674,0.731229077,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.598278336,0.835963654,0.866571019,0.493543759,84809526-cec9-45f2-9dd7-fc697685de90.Kinect
0.820326498,0.279770445,0.573409852,0.346724055,0.223816356,0.163079866,0.359636538,0.550454328,0.521759923,0.808703969,0.445719751,0.759445242,0.901482544,0.524629364,0.163079866,0.550454328,0.279770445,0.445719751,0.524629364,0.471066475,0.737924438,0.339072214,0.245815399,0.782879005,0.306551889,0.321377331,0.883309421,0.092778575,0.459110473,0.284552846,0.747011,0.441415591,0.670970827,0.656623625,0.879005261,0.861788618,0.791965567,0.653275945,0.308943089,0.148732664,0.151123864,0.219512195,c6584365-bbd1-44a0-bae4-2c32afae8aa2.Kinect
0.066543461,0.545193687,0.283118125,0.951219512,0.379722621,0.163079866,0.140124342,0.194165471,0.521759923,0.702534672,0.470109995,0.815877571,0.25203252,0.594452415,0.163079866,0.194165471,0.545193687,0.470109995,0.594452415,0.75274988,0.588713534,0.43998087,0.397417504,0.796747967,0.732663797,0.758967001,0.677666188,0.148732664,0.6241033,0.284552846,0.378287901,0.441415591,0.670970827,0.682448589,0.838833094,0.703012912,0.879005261,0.826398852,0.340028694,0.475848876,0.451936872,0.083213773,0cd1bdb1-9a03-4483-90d1-9bb5c47dee75.Kinect
0.590101922,0.599713056,0.618364419,0.897656624,0.896221903,0.81252989,0.422764228,0.794356767,0.521759923,0.156384505,0.587278814,0.635581062,0.095169775,0.654710665,0.81252989,0.794356767,0.599713056,0.587278814,0.654710665,0.471066475,0.840746055,0.43615495,0.303204209,0.286465806,0.306551889,0.330942133,0.544715447,0.092778575,0.691056911,0.517455763,0.378287901,0.506934481,0.69010043,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.767097083,0.744141559,0.607843137,eabab604-a6cc-448a-acf9-85d903b8a0c5.Kinect
0.701141538,0.279770445,0.516499283,0.491152559,0.18890483,0.482065997,0.403156385,0.454806313,0.521759923,0.670014347,0.210425634,0.635581062,0.530846485,0.209469154,0.482065997,0.454806313,0.279770445,0.210425634,0.209469154,0.658058345,0.778574845,0.846484935,0.675274988,0.540411286,0.822572932,0.471544715,0.544715447,0.696317551,0.785270206,0.611669058,0.660927786,0.6264945,0.831181253,0.81252989,0.642276423,0.670970827,0.648971784,0.915829747,0.709230033,0.951219512,0.925394548,0.402678144,a3b02ae0-fd6d-4ad5-9497-b97c1a111309.Kinect
0.843886433,0.694404591,0.265423242,0.346724055,0.18890483,0.536585366,0.494021999,0.557627929,0.521759923,0.156384505,0.787183166,0.635581062,0.2482066,0.725011956,0.536585366,0.557627929,0.694404591,0.787183166,0.725011956,0.483978957,0.408417025,0.364418938,0.245815399,0.286465806,0.513151602,0.321377331,0.544715447,0.143472023,0.910569106,0.680057389,0.378287901,0.619320899,0.75274988,0.656623625,0.802965088,0.552845528,0.648971784,0.578192253,0.853180297,0.148732664,0.151123864,0.243424199,8f44b802-ed3c-46b7-8e19-6c116efec164.Kinect
0.449047215,0.677666188,0.637015782,0.480153037,0.756097561,0.163079866,0.43998087,0.267814443,0.698708752,0.199904352,0.671449067,0.635581062,0.970827355,0.481587757,0.163079866,0.267814443,0.677666188,0.671449067,0.481587757,0.471066475,0.440937351,0.539454806,0.469153515,0.599234816,0.546628407,0.657101865,0.544715447,0.893352463,0.459110473,0.870396939,0.87757054,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.855571497,0.578192253,0.308943089,0.148732664,0.151123864,0.319464371,907c0868-c8cf-4840-8094-20d962970b1c.Kinect
0.41053856,0.279770445,0.18890483,0.346724055,0.24868484,0.956480153,0.621712099,0.945958871,0.521759923,0.529890005,0.919177427,0.635581062,0.831659493,0.93543759,0.956480153,0.945958871,0.279770445,0.919177427,0.93543759,0.505499761,0.470109995,0.339072214,0.489717838,0.403156385,0.934002869,0.900526064,0.544715447,0.81205165,0.459110473,0.746054519,0.378287901,0.773792444,0.670970827,0.93543759,0.642276423,0.596843615,0.648971784,0.739359158,0.93448111,0.738402678,0.722620756,0.866092779,8df39ba6-8995-4290-9309-8e21bac4dd9d.Kinect
0.534416918,0.360593018,0.99713056,0.706838833,0.8747011,0.81444285,0.953610713,0.329507413,0.521759923,0.642276423,0.967957915,0.780487805,0.796269727,0.702534672,0.81444285,0.329507413,0.360593018,0.967957915,0.702534672,0.710664754,0.932089909,0.830703013,0.780966045,0.619799139,0.981348637,0.691535151,0.544715447,0.844093735,0.542324247,0.543758967,0.488761358,0.441415591,0.978000956,0.683883309,0.745576279,0.552845528,0.648971784,0.979913917,0.62601626,0.366331899,0.415590626,0.928742229,c718b404-85a8-4d5c-86ed-09bcf5690f94.Kinect
0.640075912,0.428503109,0.225729316,0.930176949,0.3758967,0.447154472,0.154471545,0.653754185,0.521759923,0.667144907,0.406504065,0.635581062,0.5011956,0.347202296,0.447154472,0.653754185,0.428503109,0.406504065,0.347202296,0.479196557,0.246293639,0.417503587,0.322812052,0.799617408,0.524151124,0.334289813,0.640841703,0.735533238,0.87661406,0.353897657,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.807747489,0.829746533,0.835485414,0.74796748,0.62792922,0.531802965,0.301769488,bd39d1ab-2f42-4096-b353-e097c3cb16ca.Kinect
