AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID
0.507452712,0.570540411,0.287422286,0.346724055,0.216642755,0.700621712,0.820659971,0.823051172,0.537541846,0.156384505,0.646102343,0.635581062,0.220946915,0.75131516,0.700621712,0.823051172,0.570540411,0.646102343,0.75131516,0.471066475,0.708751793,0.897656624,0.870875179,0.768531803,0.478718317,0.612147298,0.544715447,0.495456719,0.459110473,0.284552846,0.746532759,0.640841703,0.670970827,0.656623625,0.738880918,0.552845528,0.728359637,0.578192253,0.308943089,0.358201817,0.407938785,0.582018173,cd0dee62-73ca-4dca-9393-b7e1d6bf96a6.Kinect
0.731598155,0.279770445,0.092300335,0.346724055,0.929220469,0.282161645,0.925872788,0.361549498,0.521759923,0.272596844,0.318507891,0.635581062,0.455284553,0.233859397,0.282161645,0.361549498,0.279770445,0.318507891,0.233859397,0.471066475,0.709708274,0.955523673,0.940698231,0.777140124,0.306551889,0.321377331,0.706360593,0.542324247,0.477283596,0.543280727,0.378287901,0.988043998,0.982783357,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.429459589,0.471066475,0.618364419,a2c8ecfd-5b71-45b0-889f-539d94644fab.Kinect
0.955063883,0.43519847,0.177905308,0.489239598,0.18890483,0.163079866,0.140124342,0.194165471,0.521759923,0.156384505,0.210425634,0.635581062,0.095169775,0.178861789,0.163079866,0.194165471,0.43519847,0.210425634,0.178861789,0.471066475,0.595408895,0.339072214,0.245815399,0.286465806,0.306551889,0.321377331,0.544715447,0.092778575,0.459110473,0.284552846,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.148732664,0.151123864,0.007173601,c2b8843f-297a-4a30-a4dd-a263e5ff643c.Kinect
0.31649079,0.768531803,0.536585366,0.584409374,0.18890483,0.332855093,0.350071736,0.44045911,0.781444285,0.164036346,0.903395505,0.777140124,0.203252033,0.995217599,0.332855093,0.44045911,0.768531803,0.903395505,0.995217599,0.931611669,0.929698709,0.597321856,0.718794835,0.743185079,0.959349593,0.884744142,0.929698709,0.192252511,0.81300813,0.284552846,0.99904352,0.441415591,0.670970827,0.656623625,0.951219512,0.808225729,0.857962697,0.960784314,0.783357245,0.987087518,0.988043998,0.799139168,a5134880-7756-4af7-8586-c3640dbd80e9.Kinect
0.670943458,0.279770445,0.453371593,0.572453372,0.382592061,0.216164515,0.891917743,0.330463893,0.922046868,0.676709708,0.466284075,0.864658058,0.553802009,0.587757054,0.216164515,0.330463893,0.279770445,0.466284075,0.587757054,0.919177427,0.164992826,0.541367767,0.552845528,0.888570062,0.746054519,0.816355811,0.544715447,0.102821616,0.459110473,0.327594452,0.378287901,0.74892396,0.672883788,0.656623625,0.642276423,0.552845528,0.648971784,0.772835964,0.605930177,0.99904352,0.99904352,0.411286466,e5ea573b-a9ed-4829-8c53-a12a03cd90e5.Kinect
0.357219727,0.907221425,0.861310378,0.549497848,0.979913917,0.701578192,0.916307987,0.409373505,0.772835964,0.647537064,0.858440937,0.635581062,0.49832616,0.87326638,0.701578192,0.409373505,0.907221425,0.858440937,0.87326638,0.471066475,0.601626016,0.973696796,0.985652798,0.979435677,0.758967001,0.817790531,0.544715447,0.407938785,0.906264945,0.284552846,0.474892396,0.978479197,0.954567193,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.638450502,0.740793879,0.807269249,0.881396461,f5ea4448-0721-4c9b-b0ba-acc38dae524e.Kinect
0.266239908,0.81539933,0.923959828,0.540411286,0.791965567,0.601147776,0.954567193,0.788139646,0.828790053,0.985174558,0.995217599,0.848876136,0.722142516,0.9976088,0.601147776,0.788139646,0.81539933,0.995217599,0.9976088,0.983261597,0.888091822,0.772357724,0.909134385,0.286465806,0.354375897,0.401243424,0.544715447,0.878527021,0.808225729,0.585844094,0.565758011,0.441415591,0.972262076,0.656623625,0.734098517,0.929220469,0.68723099,0.578192253,0.837876614,0.56480153,0.577235772,0.951697752,40a223a2-e825-48f6-8fb1-e1787b52581c.Kinect
0.795131694,0.321855571,0.831181253,0.576757532,0.524151124,0.307030129,0.326159732,0.396939264,0.669057867,0.505499761,0.210425634,0.635581062,0.711142994,0.258727881,0.307030129,0.396939264,0.321855571,0.210425634,0.258727881,0.471066475,0.790052606,0.37302726,0.245815399,0.75274988,0.306551889,0.321377331,0.544715447,0.572453372,0.459110473,0.68770923,0.524151124,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.148732664,0.151123864,0.100908656,5f9adac5-3af4-4c73-a234-802e951c589c.Kinect
0.843946309,0.644667623,0.649450024,0.945002391,0.362505978,0.163079866,0.755141081,0.194165471,0.68531803,0.966044955,0.308464849,0.989478718,0.739837398,0.293639407,0.163079866,0.194165471,0.644667623,0.308464849,0.293639407,0.774748924,0.176470588,0.339072214,0.245815399,0.286465806,0.306551889,0.321377331,0.946915352,0.662840746,0.459110473,0.538498326,0.425155428,0.441415591,0.670970827,0.656623625,0.74988044,0.552845528,0.732663797,0.578192253,0.308943089,0.230989957,0.265901483,0.219033955,41cf4deb-575b-4e74-9365-764d12621b5e.Kinect
0.124049538,0.279770445,0.295074127,0.87326638,0.18890483,0.534672406,0.450502152,0.62314682,0.93448111,0.835007174,0.743663319,0.952654232,0.797226208,0.590148254,0.534672406,0.62314682,0.279770445,0.743663319,0.590148254,0.641319943,0.164992826,0.339072214,0.404591105,0.945480631,0.968436155,0.862745098,0.952175992,0.920133907,0.459110473,0.284552846,0.378287901,0.578670493,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.775705404,0.962697274,0.396939264,0.405547585,0.646580583,d5385770-0bcc-492e-a89a-7338c908f4d4.Kinect
