AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore,ID,Cluster,Silhouette,PC1,PC2
0.581239284,0.279770445,0.092300335,0.758488761,0.577235772,0.882352941,0.538020086,0.869440459,0.554758489,0.837398374,0.991869919,0.753706361,0.970349115,0.885222382,0.882352941,0.869440459,0.279770445,0.991869919,0.885222382,0.471066475,0.164992826,0.339072214,0.796747967,0.865136298,0.802008608,0.548541368,0.544715447,1.0,0.504065041,0.991391679,0.889526542,0.441415591,0.794835007,1.0,1.0,1.0,1.0,0.991391679,0.824964132,0.839311334,0.869918699,0.995695839,1e429b6a-5fd8-4c0e-a5f5-441284bbde5e.Kinect,1,0.2140675614595765,6.68647094644239,2.0986834723395362
0.965847835,0.816834051,0.25011956,0.346724055,0.18890483,0.163079866,0.140124342,0.194165471,0.521759923,0.156384505,0.210425634,0.635581062,0.095169775,0.178861789,0.163079866,0.194165471,0.816834051,0.210425634,0.178861789,0.471066475,0.164992826,0.339072214,0.245815399,0.286465806,0.306551889,0.321377331,0.544715447,0.092778575,0.459110473,0.284552846,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.148732664,0.151123864,0.009086561,1e54976a-7da9-45f1-9c3e-218db02bb2f9.Kinect,0,0.2614760943673204,-4.498957606057017,-3.708408129190582
0.680215515,0.540889527,0.671927308,0.960784314,0.359158297,0.420373027,0.162123386,0.610712578,0.521759923,0.388809182,0.43998087,0.635581062,0.825920612,0.363462458,0.420373027,0.610712578,0.540889527,0.43998087,0.363462458,0.87422286,0.633189861,0.434241989,0.358680057,0.62697274,0.634146341,0.513629842,0.544715447,0.74988044,0.849354376,0.493543759,0.604495457,0.895743663,0.670970827,0.656623625,0.642276423,0.552845528,0.909612626,0.912003826,0.895265423,0.540411286,0.359158297,0.50023912,1e830e66-cc63-4e51-a448-f10accde727c.Kinect,0,0.0441273392903217,0.16741216368504555,-0.04841239473962659
0.606553004,0.81013869,0.652319464,0.346724055,0.454806313,0.473457676,0.455284553,0.537063606,0.582018173,0.607843137,0.510760402,0.818747011,0.296030607,0.541846007,0.473457676,0.537063606,0.81013869,0.510760402,0.541846007,0.773792444,0.353897657,0.833094213,0.790052606,0.574844572,0.306551889,0.727403156,0.695361071,0.283118125,0.638450502,0.765184122,0.378287901,0.804399809,0.670970827,0.656623625,0.642276423,0.552845528,0.681492109,0.714968914,0.99856528,0.297465328,0.288857006,0.403156385,1e8368b4-f96e-4996-a50a-b9caf2e1aa65.Kinect,0,0.092146648843192,-0.5211042979065534,0.9155060183792844
0.55550297,0.545671927,0.524151124,0.528933525,0.604495457,0.163079866,0.230033477,0.216642755,0.521759923,0.156384505,0.653754185,0.922525108,0.327594452,0.676709708,0.163079866,0.216642755,0.545671927,0.653754185,0.676709708,0.471066475,0.925394548,0.769488283,0.830703013,0.932568149,0.568627451,0.537541846,0.693926351,0.503586801,0.459110473,0.537541846,0.589191774,0.441415591,0.670970827,0.692491631,0.824485892,0.762792922,0.821138211,0.578192253,0.721186035,0.201817312,0.225251076,0.263988522,1e9bbfa3-2ba8-47d6-b208-477c023b7171.Kinect,0,0.0979495997750975,-0.9773989508764336,1.095973039463654
0.353813557,0.868483979,0.941176471,0.635581062,0.885700622,0.760879962,0.727881396,0.369679579,0.734576758,0.619320899,0.56384505,0.738880918,0.769010043,0.600191296,0.760879962,0.369679579,0.868483979,0.56384505,0.600191296,0.850789096,0.681492109,0.855093257,0.914873266,0.868962219,0.511716882,0.527020564,0.784313725,0.659493066,0.459110473,0.284552846,0.378287901,0.957914873,0.733620277,0.885222382,0.642276423,0.683883309,0.648971784,0.578192253,0.618364419,0.816834051,0.863701578,0.715447154,1f13f191-f68e-4fff-9042-942653d8aa4e.Kinect,0,0.0453917200010514,0.030510061028983713,4.033203669145227
0.658203032,0.428981349,0.228598757,0.346724055,0.817790531,0.433763749,0.610234338,0.461501674,0.544237207,0.951219512,0.716403635,0.635581062,0.611190818,0.712577714,0.433763749,0.461501674,0.428981349,0.716403635,0.712577714,0.805356289,0.582018173,0.659493066,0.441893831,0.286465806,0.805356289,0.806791009,0.979435677,0.677187948,0.995217599,0.615494978,0.378287901,0.631276901,0.670970827,0.656623625,0.642276423,0.552845528,0.720229555,0.729316117,0.308943089,0.207077953,0.222859876,0.333811573,1f25c523-3fce-4b71-9029-36b62bce677d.Kinect,1,0.0578966335060789,1.4915965413038759,-0.31250249087408244
0.477333077,0.529890005,0.649928264,0.407938785,0.835007174,0.712577714,0.615016738,0.580583453,0.588235294,0.779531325,0.210425634,0.675753228,0.800573888,0.184122429,0.712577714,0.580583453,0.529890005,0.210425634,0.184122429,0.756097561,0.392156863,0.709708274,0.549497848,0.426590148,0.598756576,0.783835485,0.616451459,0.941654711,0.459110473,0.284552846,0.806791009,0.953132473,0.856527977,0.656623625,0.910569106,0.859875658,0.864179818,0.578192253,0.308943089,0.175992348,0.165949307,0.668101387,1f3356cf-7419-4f99-88f3-bd1f8e2a36e5.Kinect,0,0.0973178137800475,-0.8775541503256583,1.6164114382567822
0.01,0.950741272,0.921090387,0.895265423,0.757532281,0.304160689,0.912003826,0.628885701,0.926351028,0.684361549,0.56527977,0.947871832,0.455762793,0.526064084,0.304160689,0.628885701,0.950741272,0.56527977,0.526064084,0.971305595,0.791487327,0.433285509,0.601626016,0.93495935,0.567192731,0.469631755,0.826398852,0.594452415,0.843137255,0.354854137,0.861310378,0.828311813,0.955045433,0.656623625,0.944524151,0.694882831,0.756097561,0.578192253,0.677187948,0.894787183,0.898134864,0.794835007,1f409376-cc00-4a27-858b-137ee2f2a700.Kinect,0,0.0546758784120741,-0.6732653631534278,5.965507899618999
0.419559364,0.279770445,0.192252511,0.346724055,0.254901961,0.910090866,0.681492109,0.959827834,0.521759923,0.3735055,0.970349115,0.635581062,0.897178384,0.984218077,0.910090866,0.959827834,0.279770445,0.970349115,0.984218077,0.573409852,0.520325203,0.339072214,0.428503109,0.445719751,0.914395026,0.918699187,0.544715447,0.706360593,0.459110473,0.799617408,0.378287901,0.717360115,0.670970827,0.901004304,0.674796748,0.759923482,0.648971784,0.600191296,0.924438068,0.588235294,0.669057867,0.846963176,1f485990-ef53-48d0-9919-7bd219f9fd3b.Kinect,1,0.3005231143880462,6.279056817593771,-1.5983955239720538
0.421278191,0.279770445,0.164036346,0.346724055,0.344332855,0.967957915,0.634624582,0.961262554,0.521759923,0.352462936,0.977044476,0.635581062,0.879483501,0.989956958,0.967957915,0.961262554,0.279770445,0.977044476,0.989956958,0.549019608,0.457197513,0.339072214,0.507890961,0.43950263,0.957436633,0.892874223,0.544715447,0.908177905,0.459110473,0.697752272,0.378287901,0.837876614,0.670970827,0.972740316,0.642276423,0.552845528,0.764227642,0.785270206,0.957914873,0.611190818,0.668579627,0.915351506,1f79729d-62e6-4ee3-be27-ecfc070817e7.Kinect,1,0.2906474211907549,6.628773621553866,-1.2542517676398615
0.799215943,0.31276901,0.776661884,0.346724055,0.18890483,0.163079866,0.140124342,0.194165471,0.521759923,0.970827355,0.609277857,0.762314682,0.633189861,0.713534194,0.163079866,0.194165471,0.31276901,0.609277857,0.713534194,0.471066475,0.164992826,0.388809182,0.574844572,0.591104735,0.306551889,0.540889527,0.956958393,0.743663319,0.81396461,0.557149689,0.909134385,0.441415591,0.670970827,0.862745098,0.649450024,0.567192731,0.648971784,0.578192253,0.862745098,0.148732664,0.151123864,0.369679579,1f82de65-f2ee-499a-9683-840c00fee644.Kinect,0,0.0614991098130752,-0.345468671570413,-0.6569208411369778
0.456517235,0.978479197,0.919177427,0.871831659,0.50215208,0.727881396,0.140124342,0.708751793,0.521759923,0.791965567,0.528933525,0.635581062,0.526542324,0.597321856,0.727881396,0.708751793,0.978479197,0.528933525,0.597321856,0.471066475,0.955045433,0.545671927,0.651841224,0.637015782,0.306551889,0.321377331,0.839789574,0.420851267,0.903395505,0.926829268,0.850789096,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.727881396,0.860832138,0.791009087,0.772357724,1f97148a-3faa-4ed3-b605-4a93fe360b00.Kinect,0,0.0749652475620396,-0.16608334404329148,1.1614386718423673
0.324323559,0.973218556,0.968436155,0.903873745,0.345767575,0.18747011,0.81492109,0.457675753,0.521759923,0.714012434,0.411286466,0.635581062,0.962697274,0.295074127,0.18747011,0.457675753,0.973218556,0.411286466,0.295074127,0.707795313,0.764227642,0.710186514,0.721186035,0.8723099,0.527020564,0.321377331,0.695839311,0.968436155,0.583452893,0.597800096,0.702534672,0.519368723,0.670970827,0.726924916,0.642276423,0.552845528,0.87661406,0.62314682,0.56049737,0.619799139,0.619799139,0.652797704,1f99a668-fd9c-43ca-96c5-276b614c8fa2.Kinect,0,0.1384518675338884,-1.7411238816378338,2.481609701290831
0.648647798,0.279770445,0.225251076,0.795791487,0.705882353,0.714968914,0.541367767,0.722620756,0.521759923,0.156384505,0.210425634,0.635581062,0.692491631,0.178861789,0.714968914,0.722620756,0.279770445,0.210425634,0.178861789,0.471066475,0.955523673,0.339072214,0.245815399,0.286465806,0.306551889,0.385939742,0.544715447,0.775705404,0.459110473,0.603060736,0.697752272,0.449545672,0.768053563,0.656623625,0.642276423,0.552845528,0.716403635,0.578192253,0.308943089,0.994739359,0.994739359,0.703969393,1f9db36a-1a31-4f94-b129-a2146a640a1a.Kinect,0,0.1473348063692919,-0.8686071347150813,-2.091446510398512
0.793598647,0.37541846,0.881874701,0.346724055,0.407938785,0.263510282,0.211860354,0.194165471,0.696795791,0.613582018,0.302247728,0.635581062,0.677187948,0.31324725,0.263510282,0.194165471,0.37541846,0.302247728,0.31324725,0.471066475,0.225729316,0.921090387,0.917264467,0.286465806,0.306551889,0.321377331,0.758010521,0.338593974,0.477761836,0.284552846,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.405069345,0.273553324,0.276422764,0.148254424,1fa8d89e-26e4-4909-a516-ef84b3924f82.Kinect,0,0.2496123776646213,-3.5954172401651774,-1.259160195300477
0.690393475,0.279770445,0.092300335,0.494021999,0.230033477,0.658058345,0.140124342,0.634146341,0.728837877,0.49784792,0.25107604,0.635581062,0.317551411,0.408417025,0.658058345,0.634146341,0.279770445,0.25107604,0.408417025,0.489239598,0.776661884,0.764227642,0.761358202,0.644667623,0.323768532,0.81252989,0.544715447,0.092778575,0.722620756,0.284552846,0.706838833,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.676231468,0.943567671,0.352462936,0.476327116,0.492587279,0.385461502,202a0ac3-d428-4c4a-8ec8-d131518b06ff.Kinect,0,0.1168352605554634,-0.7947824694743655,-1.8266422575534498
0.01,0.859875658,0.847919656,0.602582496,0.942611191,0.985652798,0.956001913,0.973218556,0.982783357,0.757532281,0.714490674,0.893352463,0.578192253,0.714012434,0.985652798,0.973218556,0.859875658,0.714490674,0.714012434,0.915351506,0.879483501,0.951219512,0.931611669,0.993782879,0.550932568,0.356767097,0.924438068,0.664275466,0.536107126,0.660449546,0.799139168,0.81348637,0.929698709,0.769966523,0.642276423,0.738402678,0.648971784,0.578192253,0.737924438,0.816355811,0.806791009,0.978479197,206a4785-374b-45c5-b039-cd28e466db72.Kinect,1,0.038244945317788,1.6429425332472696,6.052051383206391
0.544871793,0.817312291,0.933524629,0.421807747,0.675274988,0.766618843,0.24772836,0.607843137,0.929698709,0.448110952,0.277379244,0.635581062,0.704447633,0.323290292,0.766618843,0.607843137,0.817312291,0.277379244,0.323290292,0.471066475,0.903395505,0.762314682,0.81205165,0.618842659,0.978479197,0.880439981,0.544715447,0.542802487,0.459110473,0.284552846,0.785748446,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.382113821,0.801052128,0.75035868,0.714490674,2096dd2a-6570-4e39-9c2d-4010df52d609.Kinect,0,0.1099361823069641,-0.8693612762373417,1.2769353179599074
0.217053669,0.884744142,0.31420373,0.393591583,0.964610234,0.720707795,0.81252989,0.263988522,0.837398374,0.964610234,0.849354376,0.68627451,0.760879962,0.673362028,0.720707795,0.263988522,0.884744142,0.849354376,0.673362028,0.660449546,0.164992826,0.764705882,0.764227642,0.637972262,0.767575323,0.717838355,0.758488761,0.761358202,0.702534672,0.304638929,0.760879962,0.907699665,0.849832616,0.735533238,0.780009565,0.552845528,0.915351506,0.839311334,0.308943089,0.980870397,0.977044476,0.730272597,209d70ac-fd42-4e34-8ce3-bfac236a4f16.Kinect,1,0.0696606762134622,1.7471706316564684,4.483724250742187
0.567947843,0.543758967,0.283596365,0.853658537,0.18890483,0.163079866,0.224294596,0.194165471,0.634624582,0.406025825,0.717360115,0.707317073,0.457197513,0.295552367,0.163079866,0.194165471,0.543758967,0.717360115,0.295552367,0.819225251,0.221903396,0.701578192,0.744619799,0.515542802,0.43902439,0.415590626,0.544715447,0.300334768,0.593495935,0.472022956,0.835007174,0.650406504,0.670970827,0.656623625,0.642276423,0.857962697,0.648971784,0.578192253,0.429459589,0.393113343,0.430416069,0.199426112,20aa0aa1-5530-4767-ad2c-26cd61b1ed7a.Kinect,0,0.1744514883938853,-1.9744472148137409,-0.18809293575541866
0.667820723,0.891439503,0.56241033,0.93782879,0.925394548,0.870396939,0.741750359,0.839789574,0.521759923,0.156384505,0.256336681,0.635581062,0.119081779,0.201817312,0.870396939,0.839789574,0.891439503,0.256336681,0.201817312,0.471066475,0.925872788,0.474414156,0.266857963,0.338115734,0.405547585,0.321377331,0.544715447,0.163079866,0.600669536,0.340985175,0.378287901,0.441415591,0.684361549,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.640363462,0.600191296,0.723098996,20b73aba-bc88-4a5f-b8ba-bf23153d5984.Kinect,0,0.1905376396130624,-2.042833648995763,-1.2901407723163323
0.642737903,0.74748924,0.903873745,0.594930655,0.715925395,0.163079866,0.829268293,0.194165471,0.925872788,0.422764228,0.509325681,0.921090387,0.333811573,0.632711621,0.163079866,0.194165471,0.74748924,0.509325681,0.632711621,0.471066475,0.802965088,0.983739837,0.982305117,0.781922525,0.516499283,0.535150646,0.544715447,0.283596365,0.459110473,0.284552846,0.538976566,0.958871353,0.921568627,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.418460067,0.462458154,0.178861789,0.573409852,20ffd153-96cb-4f0c-b584-0317c893108a.Kinect,0,0.1647638201417257,-2.90182576498613,3.5028652248649195
0.737935536,0.405069345,0.879961741,0.346724055,0.947393592,0.308943089,0.911047346,0.277857484,0.833094213,0.287900526,0.210425634,0.691535151,0.318986131,0.178861789,0.308943089,0.277857484,0.405069345,0.210425634,0.178861789,0.471066475,0.620755619,0.895265423,0.896221903,0.727881396,0.306551889,0.321377331,0.544715447,0.152080344,0.459110473,0.284552846,0.378287901,0.980870397,0.961262554,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.417025347,0.629363941,0.528455285,2107eb7b-37b6-46e3-9d14-7a87f9b7419a.Kinect,0,0.2375478990497124,-4.248928979869642,1.5076145975169133
0.4072802,0.279770445,0.144906743,0.346724055,0.331420373,0.954567193,0.666188427,0.942611191,0.521759923,0.538498326,0.953132473,0.635581062,0.843615495,0.948350072,0.954567193,0.942611191,0.279770445,0.953132473,0.948350072,0.602582496,0.549976088,0.339072214,0.411286466,0.360593018,0.894308943,0.953610713,0.544715447,0.427546628,0.459110473,0.87757054,0.378287901,0.547106648,0.670970827,0.656623625,0.81205165,0.923481588,0.648971784,0.578192253,0.887613582,0.68483979,0.711621234,0.849354376,2112cc51-accf-4a52-b6c1-224a9e4bb2e6.Kinect,1,0.2754406352002175,5.97430006244832,-1.7176935567037273
0.585946027,0.754662841,0.982305117,0.632711621,0.479196557,0.382113821,0.305595409,0.325681492,0.521759923,0.183644189,0.527977044,0.635581062,0.395504543,0.604495457,0.382113821,0.325681492,0.754662841,0.527977044,0.604495457,0.471066475,0.852223816,0.4988044,0.634146341,0.856049737,0.69057867,0.705404113,0.544715447,0.285031086,0.459110473,0.307986609,0.826398852,0.441415591,0.670970827,0.656623625,0.642276423,0.659493066,0.648971784,0.658058345,0.308943089,0.494021999,0.525585844,0.300813008,211d6b88-249c-458a-8f69-43e0e2717dac.Kinect,0,0.1470243017903888,-1.3001731597286568,0.11706996982960766
0.558638106,0.594452415,0.651841224,0.393113343,0.722620756,0.343376375,0.569583931,0.50071736,0.886178862,0.730272597,0.778096604,0.799617408,0.931133429,0.905786705,0.343376375,0.50071736,0.594452415,0.778096604,0.905786705,0.792922047,0.618842659,0.954567193,0.904351985,0.826877092,0.711142994,0.804878049,0.68579627,0.632233381,0.459110473,0.284552846,0.791965567,0.798182688,0.670970827,0.656623625,0.858919177,0.839789574,0.648971784,0.721186035,0.99856528,0.967479675,0.972740316,0.760879962,2160111b-c373-4444-a961-41c9373fdb25.Kinect,1,0.0778751735684962,2.038968797592749,4.20273855715718
0.794673243,0.279770445,0.772357724,0.346724055,0.804399809,0.510760402,0.806312769,0.343854615,0.521759923,0.156384505,0.385461502,0.635581062,0.273075084,0.178861789,0.510760402,0.343854615,0.279770445,0.385461502,0.178861789,0.471066475,0.619320899,0.81539933,0.74844572,0.753706361,0.306551889,0.546628407,0.544715447,0.654710665,0.459110473,0.549976088,0.378287901,0.887135342,0.849354376,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.904351985,0.902439024,0.338593974,218bac40-efcc-4638-897e-243e8f530d9d.Kinect,0,0.1852585182757924,-2.0394926615681244,0.24184508601468638
0.078764073,0.988522238,0.865614538,0.402199904,0.986131038,0.809182209,0.834050693,0.196078431,0.9976088,0.900047824,0.388809182,0.967957915,0.791009087,0.386417982,0.809182209,0.196078431,0.988522238,0.388809182,0.386417982,0.929698709,0.780487805,0.68962219,0.658536585,0.976087996,0.516021043,0.695361071,0.842659015,0.923481588,0.842659015,0.584887614,0.99904352,0.93878527,0.760401722,0.885700622,0.806312769,0.974653276,0.972740316,0.925394548,0.350071736,0.612625538,0.550454328,0.984218077,21c3ebbd-2bd6-4234-836d-cf0a5b450bce.Kinect,1,-0.0022534576024803,0.041480571261354716,6.947443726701944
0.972904436,0.279770445,0.62601626,0.512195122,0.18890483,0.163079866,0.140124342,0.194165471,0.521759923,0.156384505,0.210425634,0.635581062,0.095169775,0.178861789,0.163079866,0.194165471,0.279770445,0.210425634,0.178861789,0.471066475,0.350549976,0.339072214,0.245815399,0.286465806,0.306551889,0.321377331,0.544715447,0.18747011,0.459110473,0.284552846,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.352462936,0.197513152,0.008608321,21fb47d9-9e1c-4a29-bf24-cc4b7cdfd708.Kinect,0,0.2679791581859381,-4.113486355420202,-4.263206193675232
0.743554211,0.722620756,0.758488761,0.914395026,0.18890483,0.574844572,0.140124342,0.745576279,0.527498804,0.156384505,0.241511239,0.635581062,0.324246772,0.202295552,0.574844572,0.745576279,0.722620756,0.241511239,0.202295552,0.471066475,0.878527021,0.703012912,0.728837877,0.491152559,0.306551889,0.554758489,0.544715447,0.406982305,0.459110473,0.404112865,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.783357245,0.745098039,0.427546628,222146f7-1b18-4ce0-b973-01458f711701.Kinect,0,0.2153991331193236,-2.3228347608439326,-1.427815836913226
0.377640871,0.333333333,0.550932568,0.482544237,0.387374462,0.858919177,0.977522716,0.882352941,0.521759923,0.850310856,0.637015782,0.851745576,0.262553802,0.50167384,0.858919177,0.882352941,0.333333333,0.637015782,0.50167384,0.645624103,0.823051172,0.727403156,0.780487805,0.447154472,0.898613104,0.569583931,0.856527977,0.362505978,0.753228121,0.723098996,0.99904352,0.527498804,0.782879005,0.656623625,0.642276423,0.552845528,0.648971784,0.971305595,0.656145385,0.295074127,0.360593018,0.898134864,2283415b-e4c3-477c-a31c-4ebe6de4ab8a.Kinect,1,0.0622894546968731,1.9294104087186061,0.8820402075713626
0.407396432,0.279770445,0.120038259,0.346724055,0.329985653,0.947393592,0.647058824,0.921090387,0.521759923,0.576279292,0.929698709,0.635581062,0.839311334,0.974175036,0.947393592,0.921090387,0.279770445,0.929698709,0.974175036,0.579148733,0.508847441,0.339072214,0.457675753,0.379722621,0.917742707,0.930655189,0.544715447,0.68531803,0.459110473,0.81396461,0.378287901,0.703969393,0.670970827,0.889048302,0.701578192,0.781922525,0.648971784,0.600669536,0.914873266,0.68483979,0.711621234,0.834050693,229dfb0a-904c-49fe-996f-6d5f959af82c.Kinect,1,0.3071319934284223,6.2752623738307545,-1.5084114299158295
0.843050153,0.279770445,0.571018651,0.727881396,0.196078431,0.522716404,0.140124342,0.702534672,0.521759923,0.741750359,0.210425634,0.635581062,0.484935438,0.178861789,0.522716404,0.702534672,0.279770445,0.210425634,0.178861789,0.705882353,0.658536585,0.339072214,0.245815399,0.286465806,0.306551889,0.321377331,0.544715447,0.092778575,0.459110473,0.284552846,0.378287901,0.441415591,0.670970827,0.656623625,0.902439024,0.901482544,0.648971784,0.578192253,0.457675753,0.148732664,0.151123864,0.277857484,22a4d17f-8662-4174-9a7a-2874f946566e.Kinect,0,0.1761344066768633,-1.8841148914137134,-3.2941496874062466
0.403909295,0.279770445,0.150167384,0.346724055,0.329029173,0.904830225,0.679579149,0.899091344,0.521759923,0.417503587,0.923003348,0.635581062,0.882831181,0.93974175,0.904830225,0.899091344,0.279770445,0.923003348,0.93974175,0.617407939,0.572453372,0.339072214,0.392156863,0.346724055,0.87757054,0.967957915,0.544715447,0.220468675,0.459110473,0.908656145,0.378287901,0.441415591,0.670970827,0.656623625,0.890004782,0.953132473,0.81109517,0.578192253,0.87278814,0.649450024,0.720707795,0.891917743,22b6a841-9e8e-4163-a5af-d8f41fdfd488.Kinect,1,0.2535072593178875,5.810029403860586,-1.5924788072580176
0.560457766,0.50310856,0.112864658,0.447632712,0.259206121,0.675274988,0.140124342,0.74892396,0.521759923,0.246771879,0.210425634,0.635581062,0.095169775,0.178861789,0.675274988,0.74892396,0.50310856,0.210425634,0.178861789,0.5011956,0.972740316,0.360593018,0.277857484,0.286465806,0.31516021,0.432807269,0.544715447,0.092778575,0.774748924,0.681492109,0.718316595,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.842659015,0.308943089,0.836920134,0.804878049,0.454806313,22b84851-5fef-497b-abda-5c9772a3506c.Kinect,0,0.1585061448090866,-1.265048630823774,-3.1188954492208794
0.734158705,0.760879962,0.805834529,0.821616451,0.832615973,0.788139646,0.318986131,0.81348637,0.521759923,0.156384505,0.210425634,0.635581062,0.095648015,0.178861789,0.788139646,0.81348637,0.760879962,0.210425634,0.178861789,0.471066475,0.81252989,0.339072214,0.245815399,0.286465806,0.306551889,0.321377331,0.544715447,0.092778575,0.710186514,0.284552846,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.308943089,0.4988044,0.657101865,0.557627929,22b94a5a-70b2-4e89-a5e2-f6997a219fad.Kinect,0,0.2205162168714701,-2.5842382419965912,-2.2149232257521994
0.328703064,0.906264945,0.93687231,1.0,0.973696796,0.362984218,0.5011956,0.417025347,0.605451937,0.387374462,0.486848398,0.75274988,0.351506456,0.518890483,0.362984218,0.417025347,0.906264945,0.486848398,0.518890483,0.994261119,0.354375897,0.900047824,0.945480631,0.854136777,0.421329507,0.389287422,0.754662841,0.456719273,0.459110473,0.444285031,0.99904352,0.468675275,0.847441416,0.656623625,0.848876136,0.552845528,0.648971784,0.578192253,0.846484935,0.705404113,0.596365375,0.820181731,22cdd40c-b3ff-4a89-854a-d672ee6df3d6.Kinect,0,0.1460702307403537,-2.2492720710055565,4.086188454451135
0.869138768,0.718794835,0.50215208,0.381157341,0.422285988,0.163079866,0.834528934,0.399808704,0.616929699,0.593974175,0.323290292,0.662362506,0.824007652,0.218555715,0.163079866,0.399808704,0.718794835,0.323290292,0.218555715,0.471066475,0.527498804,0.368244859,0.245815399,0.286465806,0.306551889,0.321377331,0.544715447,0.762314682,0.459110473,0.843615495,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.710664754,0.578192253,0.308943089,0.196078431,0.166905787,0.117168819,22d7b4ae-6277-468c-bac0-7f04aafbf1d2.Kinect,0,0.2074786529440284,-2.448466052964577,-1.8397610224177239
0.01,0.843615495,0.645145863,0.582018173,0.651841224,0.49784792,0.556671449,0.37302726,0.746532759,0.370636059,0.798182688,0.728359637,0.18938307,0.764705882,0.49784792,0.37302726,0.843615495,0.798182688,0.764705882,0.716403635,0.610712578,0.881396461,0.860832138,0.286465806,0.885222382,0.830224773,0.544715447,0.519368723,0.459110473,0.362984218,0.630320421,0.441415591,0.670970827,0.656623625,0.761358202,0.552845528,0.648971784,0.578192253,0.426590148,0.909134385,0.917742707,0.400286944,22f87023-b338-4cb8-9794-325dfda49e00.Kinect,0,0.0149165216325915,0.5411930099112928,1.7872124090973043
0.849476961,0.279770445,0.642276423,0.346724055,0.478718317,0.356288857,0.140124342,0.239598278,0.546628407,0.156384505,0.382592061,0.635581062,0.823051172,0.361071258,0.356288857,0.239598278,0.279770445,0.382592061,0.361071258,0.710186514,0.303204209,0.339072214,0.295074127,0.286465806,0.491630799,0.49976088,0.544715447,0.767575323,0.740793879,0.351984696,0.378287901,0.441415591,0.670970827,0.656623625,0.642276423,0.552845528,0.648971784,0.578192253,0.614060258,0.221425155,0.349593496,0.06169297,2375597d-725c-479b-92b9-9fed98a0e256.Kinect,0,0.1732245130513678,-1.537440402134319,-3.001818782816838
0.407473385,0.279770445,0.214729794,0.346724055,0.18890483,0.901482544,0.632711621,0.952654232,0.521759923,0.581539933,0.916307987,0.635581062,0.903395505,0.927785748,0.901482544,0.952654232,0.279770445,0.916307987,0.927785748,0.471066475,0.56432329,0.339072214,0.383548541,0.289335246,0.889526542,0.945002391,0.544715447,0.465805835,0.459110473,0.868962219,0.378287901,0.576279292,0.670970827,0.656623625,0.791009087,0.913916786,0.648971784,0.578192253,0.899569584,0.696795791,0.653275945,0.846484935,2382533a-1f43-44ee-b8a2-cbd4f785ca0e.Kinect,1,0.265586524033259,5.781579589773924,-2.0570256795880244
